city,postalCode,hasGeorisquesMention,id,adType,propertyType,reference,description,title,publicationDate,modificationDate,newProperty,accountType,isBienIciExclusive,surfaceArea,roomsQuantity,bedroomsQuantity,bathroomsQuantity,hasCellar,floorQuantity,floor,energyValue,greenhouseGazValue,energyClassification,greenhouseGazClassification,annualCondominiumFees,isExclusiveSaleMandate,feesChargedTo,photos,price,isRefurbished,isInCondominium,adCreatedByPro,isEligibleForDenormandieLaw,departmentCode,addressKnown,displayDistrictName,pricePerSquareMeter,postalCodeForSearchFilters,descriptionTextLength,priceHasDecreased,transactionType,adTypeFR,with3dModel,endOfPromotedAsExclusive,opticalFiberStatus,nothingBehindForm,highlightMailContact,customerId,displayInsuranceEstimation,phoneDisplays,blurInfo.type,blurInfo.radius,blurInfo.bbox,blurInfo.position.lat,blurInfo.position.lon,blurInfo.centroid.lat,blurInfo.centroid.lon,chargingStations.providers,district.id_polygone,district.id_type,district.name,district.libelle,district.cp,district.code_insee,district.id,district.insee_code,district.postal_code,district.type_id,status.onTheMarket,status.closedByUser,status.autoImported,status.isLeading,status.highlighted,status.is3dHighlighted,userRelativeData.importAccountId,userRelativeData.accountIds,userRelativeData.searchAccountIds,userRelativeData.isAdmin,userRelativeData.isAdModifier,userRelativeData.canSetAsFeatured,userRelativeData.canSeeExactPosition,userRelativeData.canSeeAddress,userRelativeData.canSeeStats,userRelativeData.canOpenAdDetail,userRelativeData.canSeeRealDates,userRelativeData.canSeePublicationCertificateHtml,userRelativeData.canSeePublicationCertificatePdf
Saint-Quentin,02100,True,ag942352-498333344,buy,flat,d4ce110f-5280-487a-ab68-3d8421,"Découvrez cet appartement rénové, idéalement situé en hyper centre de Saint-Quentin. Avec ses 4 chambres et 2 salles de bains, cet espace de vie de 115 m² offre un cadre confortable et accueillant. Situé au 4ème étage d'un immeuble bien entretenu, il dispose également d'une cave pour plus de rangement.

Profitez d'un environnement riche en activités et services. À seulement 153 mètres, vous trouverez un départ de randonnée pour explorer les beautés de Saint-Quentin, accompagné de diverses agences de voyage à moins de 200 mètres. Les écoles, comme l'École De Lyon-Jumentier, se trouvent à 198 mètres, offrant un accès facile à l'éducation. Les parcs, tels que la Fontaine (Place San Lorenzo) et le Square André Malraux, sont à quelques minutes à pied, parfaits pour des promenades en plein air.

Caractéristiques techniques :
- DPE : D
- Mode de chauffage : Gaz
- Taxe foncière : 2800 euros
- Charges de copropriété : 100 euros / mois
- Mode de distribution de l'eau : Individuel

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : (http://www.georisques.gouv.fr/)

