city,postalCode,hasGeorisquesMention,id,adType,propertyType,reference,description,title,publicationDate,modificationDate,newProperty,yearOfConstruction,accountType,isBienIciExclusive,price,surfaceArea,landSurfaceArea,roomsQuantity,bedroomsQuantity,bathroomsQuantity,showerRoomsQuantity,toiletQuantity,balconyQuantity,hasCellar,parkingPlacesQuantity,isCalm,hasFirePlace,isExclusiveSaleMandate,photos,isRecent,energyValue,greenhouseGazValue,terracesQuantity,isInCondominium,isCondominiumInProcedure,feesChargedTo,priceWithoutFees,agencyFeeUrl,energyPerformanceDiagnosticDate,useJuly2021EnergyPerformanceDiagnostic,minEnergyConsumption,maxEnergyConsumption,energyClassification,greenhouseGazClassification,exposition,adCreatedByPro,hasGarden,heating,relevanceBonus,departmentCode,addressKnown,displayDistrictName,pricePerSquareMeter,postalCodeForSearchFilters,descriptionTextLength,priceHasDecreased,transactionType,adTypeFR,with3dModel,endOfPromotedAsExclusive,opticalFiberStatus,nothingBehindForm,highlightMailContact,customerId,displayInsuranceEstimation,needVirtualTour,phoneDisplays,thresholdDate,blurInfo.type,blurInfo.radius,blurInfo.bbox,blurInfo.position.lat,blurInfo.position.lon,blurInfo.centroid.lat,blurInfo.centroid.lon,district.id_polygone,district.id_type,district.name,district.libelle,district.cp,district.code_insee,district.id,district.insee_code,district.postal_code,district.type_id,status.onTheMarket,status.closedByUser,status.autoImported,status.isLeading,status.highlighted,status.is3dHighlighted,userRelativeData.importAccountId,userRelativeData.accountIds,userRelativeData.searchAccountIds,userRelativeData.isAdmin,userRelativeData.isAdModifier,userRelativeData.canSetAsFeatured,userRelativeData.canSeeExactPosition,userRelativeData.canSeeAddress,userRelativeData.canSeeStats,userRelativeData.canOpenAdDetail,userRelativeData.canSeeRealDates,userRelativeData.canSeePublicationCertificateHtml,userRelativeData.canSeePublicationCertificatePdf,chargingStations.providers,condominiumPartsQuantity,floor,workToDo,hasElevator,hasDoorCode,energySimulationReferenceDate,annualCondominiumFees,floorQuantity,agencyFeePercentage,hasVideophone,balconySurfaceArea,needHomeStaging
La Garenne-Colombes,92250,True,immo-facile-58744487,buy,house,1303,"Une propriété rare aux volumes hors normes dans un secteur très recherché.<br>Nichée dans un environnement calme et résidentiel, cette magnifique maison construite en 2018 se distingue par ses espaces de vie spectaculaires, sa luminosité incomparable et sa piscine privative, un véritable privilège à La Garenne-Colombes.<br>Édifiée sur une parcelle de 376 m², cette demeure de 459 m² au sol (dont 406 m² Carrez) + Garage est répartie en R + 1+ Combles + sous-sol total et vous offre un confort absolu et des prestations haut de gamme.<br>Rez-de-chaussée :<br>Un espace majestueux de 91 m², baigné de lumière, comprend une cuisine américaine équipée, un séjour avec insert et une salle à manger sous toit cathédrale ouvrant par de larges baies vitrées sur une terrasse ensoleillée et une splendide piscine exposée Sud-Ouest.<br>Une chambre/bureau avec salle d'eau attenante et un wc indépendant complètent ce niveau.<br>1er étage :<br>Un vaste palier dessert 3 grandes chambres (dont deux avec salle d'eau privative), un wc séparé et une somptueuse suite parentale de 26 m² avec balcon, salle de bains (baignoire et douche).<br>Combles :<br>Un niveau aux multiples usages possibles : deuxième suite parentale, home cinéma, salle de jeux, bureau, ...<br>Sous-sol :<br>Un espace rare : une salle de jeux ou de sport de 72 m², buanderie, WC, nombreux rangements.<br>Extérieurs :<br>Une piscine, une grande terrasse idéale pour les réceptions, un garage double et 4 stationnements possibles (2 intérieurs + 2 extérieurs).<br>Localisation idéale :<br>À seulement 7 min à pied du marché et des commerces<br>8 min de la gare des Vallées (Ligne L ? Saint-Lazare)<br>17 min du Tram T2 (La Défense)<br>2 min du bus 164 (Porte de Champerret)<br>Sectorisation scolaire: maternelle Sagot Voltaire, élémentaire Jerphanion, collège Les Vallées.<br>",MAISON CONTEMPORAINE D'EXCEPTION AVEC PISCINE,1970-01-01T00:00:00.000Z,2025-10-24T02:13:35.381Z,False,2018.0,agency,False,2400000,406.36,376.0,8,5,1.0,3.0,4.0,1.0,True,4.0,True,True,True,"[{'title': 'Photo n°1', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487a.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487a.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487a.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°2', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487b.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487b.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487b.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°3', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487c.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487c.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487c.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°4', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487d.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487d.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487d.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°5', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487e.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487e.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487e.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°6', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487f.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487f.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487f.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°7', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487g.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487g.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487g.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°8', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487h.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487h.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487h.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°9', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487i.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487i.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487i.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°10', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487j.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487j.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487j.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°11', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487k.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487k.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487k.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°12', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487l.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487l.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487l.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°13', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487m.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487m.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487m.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°14', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487n.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487n.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487n.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°15', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487o.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487o.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487o.jpg_DATEMAJ_12_07_2025-20_23_14'}, {'title': 'Photo n°16', 'url_photo': 'https://media.immo-facile.com/office/bracke/catalog/images/pr_p/5/8/7/4/4/4/8/7/58744487p.jpg?DATEMAJ=12/07/2025-20:23:14', 'photo': 'immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487p.jpg_DATEMAJ_12_07_2025-20_23_14', 'url': 'https://file.bienici.com/photo/immo-facile-58744487_media.immo-facile.com_office_bracke_catalog_images_pr_p_5_8_7_4_4_4_8_7_58744487p.jpg_DATEMAJ_12_07_2025-20_23_14'}]",True,150.0,4,1.0,False,False,seller,2400000,https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/69283.pdf,2025-05-14,True,3130,4280,C,A,Ouest,True,True,électrique individuel,5,92,True,True,5906.093119401516,92250,1773,False,buy,vente,False,0,deploye,False,False,immobilier-bracke-1711039222865,True,True,[],2025-09-25T00:00:00.000Z,disk,125,"[2.2507952654292915, 48.911819434109276, 2.2542123936860397, 48.91406523890646]",48.91294233650787,2.2525038295576656,48.91294233650787,2.2525038295576656,110727,1,La Garenne-Colombes - Centre Nord - Gare - Mairie,Centre Nord - Gare - Mairie,92250,92035,110727,92035,92250,1,True,False,True,False,False,False,566ff1b69b2b0ad718a0cdff,['immo-facile-69283'],"['immo-facile-69283', '5b587c14875049009b7f7979', 'contract-type-agency-package', '566ff1b69b2b0ad718a0cdff']",False,False,False,False,False,False,True,False,False,False,[],,,,,,,,,,,,
Issy-les-Moulineaux,92130,True,apimo-85995607,buy,flat,VDS 566,"Issy les Moulineaux, secteur RODIN, Beau 5 pièces duplex de 126 m² au rez-de-chaussée d'un immeuble récent de 2007 avec triple terrasses / jardin.

L'appartement se compose de la manière suivante: 

- au rez-de-jardin : entrée, séjour, chambre, salle à manger, cuisine ouverte, rangements, salle d'eau, wc, placard, bureau, escalier d'accès au rez-de-chaussée, terrasses et jardin.

- Au 1ére étage: 3 chambres, salle de bains, dégagements, wc, placard.

Cave incluse et un double parking en option du prix (30000 €)

situation :  12 minutes de la station métro Mairie d'ISSY (L12) et 5 minutes du RER C ISSY",ISSY- beau duplex 5 pièces 126 m2 avec terrasses et jardin.,1970-01-01T00:00:00.000Z,2025-10-28T05:58:33.657Z,False,,agency,False,998300,126.0,,5,4,,,,,,,,,True,"[{'url_photo': 'https://media.apimo.pro/cache/d22c920ea767cd1bc8782c8aaf40b83d_9ca33f7890_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_d22c920ea767cd1bc8782c8aaf40b83d_9ca33f7890_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_d22c920ea767cd1bc8782c8aaf40b83d_9ca33f7890_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/a0d79509a4290557fd459666880d1a3f_a0368e17bc_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_a0d79509a4290557fd459666880d1a3f_a0368e17bc_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_a0d79509a4290557fd459666880d1a3f_a0368e17bc_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/43bac01ef9e2f1597ec19fc730c928e4_705ffcefc8_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_43bac01ef9e2f1597ec19fc730c928e4_705ffcefc8_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_43bac01ef9e2f1597ec19fc730c928e4_705ffcefc8_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/dc8dc8aee84258dfbfb1a15dd9958348_a218d0b6b2_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_dc8dc8aee84258dfbfb1a15dd9958348_a218d0b6b2_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_dc8dc8aee84258dfbfb1a15dd9958348_a218d0b6b2_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/cf4c7095591afcfe3238a57bc3708432_fc277e8ca4_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_cf4c7095591afcfe3238a57bc3708432_fc277e8ca4_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_cf4c7095591afcfe3238a57bc3708432_fc277e8ca4_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/d023ec57bfd01bbe64243c559724dadb_99095b6f92_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_d023ec57bfd01bbe64243c559724dadb_99095b6f92_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_d023ec57bfd01bbe64243c559724dadb_99095b6f92_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/b5316cd81d24a78b5f07ac4652782d21_ce6be54b1c_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_b5316cd81d24a78b5f07ac4652782d21_ce6be54b1c_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_b5316cd81d24a78b5f07ac4652782d21_ce6be54b1c_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/1fa0fca947e8c765b3645d0f4798ec8a_ec097c4910_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_1fa0fca947e8c765b3645d0f4798ec8a_ec097c4910_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_1fa0fca947e8c765b3645d0f4798ec8a_ec097c4910_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/75c630957182858cb5a8749fac33aa05_a55a41cdd0_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_75c630957182858cb5a8749fac33aa05_a55a41cdd0_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_75c630957182858cb5a8749fac33aa05_a55a41cdd0_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/97f7b2c7cf6d4b1c50b18fda163664da_0752641bc0_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_97f7b2c7cf6d4b1c50b18fda163664da_0752641bc0_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_97f7b2c7cf6d4b1c50b18fda163664da_0752641bc0_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/89073a423baa16b9a6b5a0af2a178214_856d878e17_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_89073a423baa16b9a6b5a0af2a178214_856d878e17_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_89073a423baa16b9a6b5a0af2a178214_856d878e17_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/ff6cc50b4a4bee80f9887dc998ee2b8e_7a13b78c1a_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_ff6cc50b4a4bee80f9887dc998ee2b8e_7a13b78c1a_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_ff6cc50b4a4bee80f9887dc998ee2b8e_7a13b78c1a_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/93fc62ae406fd988c638520bd857153e_c6601ba181_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_93fc62ae406fd988c638520bd857153e_c6601ba181_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_93fc62ae406fd988c638520bd857153e_c6601ba181_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/b58c0f41a560ee6253bcb2cd0a22164e_cc891ceadd_1440-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_b58c0f41a560ee6253bcb2cd0a22164e_cc891ceadd_1440-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_b58c0f41a560ee6253bcb2cd0a22164e_cc891ceadd_1440-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/3ea247339086bb0c7fd371fdc160cd39_069bdfa394_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_3ea247339086bb0c7fd371fdc160cd39_069bdfa394_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_3ea247339086bb0c7fd371fdc160cd39_069bdfa394_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/c9232f9b6a844d809b39f080e6a65e60_441d6343c0_1920-original.jpg', 'photo': 'apimo-85995607_media.apimo.pro_cache_c9232f9b6a844d809b39f080e6a65e60_441d6343c0_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-85995607_media.apimo.pro_cache_c9232f9b6a844d809b39f080e6a65e60_441d6343c0_1920-original.jpg'}]",,245.0,8,,True,,purchaser,974000,,2025-05-03,True,2350,3220,D,B,,True,,Radiateur Electrique Individuel,5,92,False,True,7730.158730158731,92130,608,False,buy,vente,False,0,,False,False,vanves-agenceparent-fr-1710951275266,True,True,[],2025-09-25T00:00:00.000Z,disk,50,"[2.263148268606453, 48.82345620683304, 2.2645127068535116, 48.82435452476756]",48.8239053658003,2.263830487729982,48.8239053658003,2.263830487729982,100430,1,Issy-les-Moulineaux - Centre-ville - Corentin Celton - Les Varennes,Centre-ville - Corentin Celton - Les Varennes,92130,92040,100430,92040,92130,1,True,False,True,False,False,False,5913331e150de0009ce38406,['apimo-19905'],"['apimo-19905', '6138da46cd7ab700b625397b', '5b587c14875049009b7f7979', 'contract-type-agency-package', '5913331e150de0009ce38406']",False,False,False,False,False,False,True,False,False,False,[],20.0,0.0,False,True,True,2021-01-01,3552.0,7.0,2.4948665297741273,,,
