city,postalCode,displayDistrictName,id,adType,propertyType,reference,description,title,publicationDate,modificationDate,newProperty,accountType,isBienIciExclusive,agencyFeeUrl,surfaceArea,roomsQuantity,bedroomsQuantity,exposition,bathroomsQuantity,hasTerrace,showerRoomsQuantity,toiletQuantity,hasGarage,hasGarden,hasPool,hasFirePlace,parkingPlacesQuantity,landSurfaceArea,energyPerformanceDiagnosticDate,energyValue,greenhouseGazValue,energyClassification,greenhouseGazClassification,isExclusiveSaleMandate,feesChargedTo,priceWithoutFees,photos,price,useJuly2021EnergyPerformanceDiagnostic,adCreatedByPro,heating,departmentCode,addressKnown,pricePerSquareMeter,postalCodeForSearchFilters,descriptionTextLength,priceHasDecreased,transactionType,adTypeFR,with3dModel,endOfPromotedAsExclusive,opticalFiberStatus,nothingBehindForm,highlightMailContact,displayInsuranceEstimation,needVirtualTour,phoneDisplays,blurInfo.type,blurInfo.bbox,blurInfo.origin,blurInfo.position.lat,blurInfo.position.lon,blurInfo.centroid.lat,blurInfo.centroid.lon,district.id_polygone,district.id_type,district.name,district.libelle,district.cp,district.code_insee,district.id,district.insee_code,district.postal_code,district.type_id,status.onTheMarket,status.closedByUser,status.autoImported,status.isLeading,status.highlighted,status.is3dHighlighted,userRelativeData.importAccountId,userRelativeData.accountIds,userRelativeData.searchAccountIds,userRelativeData.isAdmin,userRelativeData.isAdModifier,userRelativeData.canSetAsFeatured,userRelativeData.canSeeExactPosition,userRelativeData.canSeeAddress,userRelativeData.canSeeStats,userRelativeData.canOpenAdDetail,userRelativeData.canSeeRealDates,userRelativeData.canSeePublicationCertificateHtml,userRelativeData.canSeePublicationCertificatePdf,chargingStations.providers,is3dHighlighted,hasGeorisquesMention,yearOfConstruction,photoWatermarkAlias,accountDisplayName,balconyQuantity,hasCellar,enclosedParkingQuantity,workToDo,terracesQuantity,isInCondominium,isCondominiumInProcedure,floorQuantity,hasSeparateToilet,minEnergyConsumption,maxEnergyConsumption,energySimulationReferenceDate,customerId
Pau,64000,True,ag340369-494850725,buy,house,340931201330,"Pau – Quartier du Buisson

Le quartier du Buisson, c'est un coin paisible et recherché de Pau. On y croise plus de vélos que de klaxons, des maisons pleines de caractère et des voisins qui se connaissent encore. À deux pas de la piscine, des écoles et des bus, c'est le genre d'endroit où tout se fait à taille humaine : calme sans être isolé, pratique sans perdre le charme.

Sous ses airs tranquilles, cette maison des années 30 a de la bouteille. Presque un siècle d'histoire, et pourtant, elle n'a rien perdu de son âme.
Ses volets bleus, son petit jardin verdoyant, ses corniches arrondie… Ici, on sent qu'elle a traversé le temps avec douceur.

À l'intérieur, la lumière s'installe naturellement. Le séjour profite du soleil du matin, et la maison garde une belle clarté tout au long de la journée. Pas besoin d'en faire des tonnes — c'est simplement agréable à vivre.
Parquets d'origine, hauteurs sous plafond, et cette impression d'espace et de sérénité dès qu'on entre.

Côté pratique, tout est prêt : double-vitrage, chaudière récente, tableau électrique revu, combles isolés.
Trois chambres, deux salles d'eau, et un rez-de-jardin avec entrée indépendante, idéal pour accueillir, télétravailler ou donner de l'autonomie à un ado.

Dehors, environ 240 m² de terrain, un coin cosy qui capte le soleil du matin, parfait pour lire, prendre un café ou partager un apéro. Ce même espace peut aussi servir de carport selon les besoins — pratique et malin.

Le tout à deux pas de la piscine, des écoles, des lignes de bus et du centre.
Une maison avec une vraie âme, authentique et pleine de vécu, prête à écrire la suite de son histoire.

Et si on en parlait de vive voix ?

Visite virtuelle 3D disponible après entretien téléphonique.

. Les honoraires sont à la charge du vendeur.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr.

Réseau Immobilier CAPIFRANCE - Votre agent commercial (RSAC N°524 979 895 - Greffe de PAU) Sylvain GARDÈRES Entrepreneur Individuel <span class=""importDescriptionDecorator"" data-type=""phone"">06 77 76 74 47</span> - Réf.923827",Maison à vendre 4 pièces PAU (64),2025-10-21T12:45:34.889Z,2025-11-23T11:18:30.173Z,False,mandatary,False,http://assets.digitregroup.io/capifrance/capifrance_baremes_agence_B2025-A.pdf,112,4,3,est,1,True,1.0,2,False,True,False,False,1,243,2025-10-20,214,44,D,D,True,seller,345000,"[{'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/1.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_1.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_1.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/2.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_2.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_2.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/3.jpg?INSOON_EB_5512801818_20251021124541', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_3.jpg_INSOON_EB_5512801818_20251021124541', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_3.jpg_INSOON_EB_5512801818_20251021124541'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/4.jpg?INSOON_EB_5512801818_20251021124541', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_4.jpg_INSOON_EB_5512801818_20251021124541', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_4.jpg_INSOON_EB_5512801818_20251021124541'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/5.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_5.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_5.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/6.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_6.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_6.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/7.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_7.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_7.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/8.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_8.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_8.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/9.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_9.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_9.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/10.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_10.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_10.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/11.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_11.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_11.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/12.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_12.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_12.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/13.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_13.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_13.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/14.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_14.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_14.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/15.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_15.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_15.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/16.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_16.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_16.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/17.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_17.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_17.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/18.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_18.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_18.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/19.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_19.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_19.jpg_INSOON_EB_5512801818_20251107111917'}, {'url_photo': 'https://photos.ubiflow.net/340369/494850725/photos/20.jpg?INSOON_EB_5512801818_20251107111917', 'photo': 'ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_20.jpg_INSOON_EB_5512801818_20251107111917', 'url': 'https://file.bienici.com/photo/ag340369-494850725_photos.ubiflow.net_340369_494850725_photos_20.jpg_INSOON_EB_5512801818_20251107111917'}]",345000,True,True,gaz,64,True,3080.3571428571427,64000,2077,False,buy,vente,False,0,deploye,False,False,True,True,[],exact,"[-0.35382600000000003, 43.29296199999998, -0.3538259999999999, 43.292962000000024]",manual,43.292962,-0.353826,43.292962,-0.353826,103241,1,Pau - Pau Sud,Pau Sud,64000,64445,103241,64445,64000,1,True,False,True,False,False,False,558bbfd06fbf04e50075bbce,['ubiflow-easybusiness-ag340369-10028'],"['ubiflow-easybusiness-ag340369-10028', 'ubiflow-easybusiness-ag340369', '5f3bacb2b46a5f00b5b5fc6d', 'contract-type-mandatary', '558bbfd06fbf04e50075bbce']",False,False,False,False,False,False,True,False,False,False,[],,,,,,,,,,,,,,,,,,
Idron,64320,True,netty-company35607fbw-house-48295,buy,house,VM48295-COFIMIMMOBILIER,"Située sur les hauteurs d'Idron, dans un quartier résidentiel recherché en retrait de l'avenue Beau Soleil et à proximité immédiate de Pau, cette maison d'architecte se distingue par sa luminosité exceptionnelle, ses volumes généreux et son caractère unique.<br>Dès l'entrée, la pièce de vie en cathédrale séduit par sa hauteur sous plafond et sa lumière traversante, qui mettent en valeur une architecture élégante et ouverte sur le jardin. De larges baies vitrées prolongent naturellement les espaces vers l'extérieur, offrant un cadre calme et verdoyant.<br>Le rez-de-chaussée accueille une cuisine claire et fonctionnelle, trois chambres, un bureau, une salle de bains, deux WC, une buanderie ainsi que de nombreux rangements intégrés.<br>À l'étage, la mezzanine surplombant le séjour crée une atmosphère aérienne et conviviale. Elle conduit à une suite parentale conçue comme un espace intime et raffiné, avec dressing, salle de bains et douche en marbre, WC et balcon privatif offrant une agréable vue sur le jardin et les Pyrénées.<br>Un double garage et une pièce attenante à la maison, dédiée au rangement du matériel de jardin, complètent l'ensemble.<br>À proximité des commerces, des transports (arrêt de bus à 30 mètres de la maison), et des établissements scolaires (Saint Ursule, Jeanne d'Albret, Saint-Cricq, Barthou…), cette maison allie confort, élégance et qualité de vie dans un environnement privilégié.<br>Honoraires à la charge du vendeur.  Classe énergie D, Classe climat B Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1370.00 € et 2370.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. Ce bien vous est proposé par un agent commercial (Entreprise individuelle). <br>Votre conseiller COFIM PAU EST : Marie HERAN<br>Agent commercial (Entreprise individuelle)  <br>  RSAC 943252163  <br>  RCP GALIAN SMABTP RCACO-25-032056.<br>Chez Cofim, vous êtes déjà chez Vous !",Maison d'architecte 6 pièces 150 m2 Haut d'Idron,2025-10-17T21:41:19.389Z,2025-11-24T13:20:20.036Z,False,agency,False,,150,6,4,,2,,,3,,True,False,,1,825,2025-10-17,211,6,D,B,True,seller,425000,"[{'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176311810111_VM48295_104_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176311810111_VM48295_104_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176311810111_VM48295_104_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176363256511_VM48295_110_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176363256511_VM48295_110_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176363256511_VM48295_110_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176072307411_VM48295_95_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176072307411_VM48295_95_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176072307411_VM48295_95_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176303472811_VM48295_102_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176303472811_VM48295_102_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176303472811_VM48295_102_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176363198411_VM48295_109_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176363198411_VM48295_109_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176363198411_VM48295_109_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176071835911_VM48295_79_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176071835911_VM48295_79_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176071835911_VM48295_79_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176072272211_VM48295_91_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176072272211_VM48295_91_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176072272211_VM48295_91_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176071835311_VM48295_74_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176071835311_VM48295_74_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176071835311_VM48295_74_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176071835511_VM48295_76_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176071835511_VM48295_76_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176071835511_VM48295_76_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176071836311_VM48295_83_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176071836311_VM48295_83_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176071836311_VM48295_83_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/company35607fbw/26/VM48295/176381682111_VM48295_111_original.jpg', 'photo': 'netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176381682111_VM48295_111_original.jpg', 'url': 'https://file.bienici.com/photo/netty-company35607fbw-house-48295_img.netty.immo_productw_company35607fbw_26_VM48295_176381682111_VM48295_111_original.jpg'}]",425000,True,True,pompe à chaleur individuelle,64,True,2833.3333333333335,64320,2022,True,buy,vente,False,0,deploye,False,False,True,True,[],exact,"[-0.31450700000000004, 43.300185, -0.3145069999999999, 43.300185]",manual,43.300185,-0.314507,43.300185,-0.314507,64269,2,Idron,Idron,64320,64269,64269,64269,64320,2,True,False,True,False,True,False,643eb01ff69fb300b6dd4eaf,['netty-CofimPauEst'],"['netty-CofimPauEst', '643eb01ff69fb300b6dd4eaf', '5db15748cba50600a9d70089', 'contract-type-agency-performance-package']",False,False,False,False,False,False,True,False,False,False,[],False,True,1985.0,086b5070-a0a2-4d9d-bbaa-4c0afd8e5272,COFIM PAU EST,1.0,False,2.0,False,1.0,False,False,2.0,True,1370.0,2370.0,2021-01-01,cofim-pau-est-1-1711039523714
