city,postalCode,hasGeorisquesMention,id,adType,propertyType,reference,description,title,publicationDate,modificationDate,newProperty,yearOfConstruction,accountType,isBienIciExclusive,price,agencyFeePercentage,surfaceArea,landSurfaceArea,roomsQuantity,bedroomsQuantity,floorQuantity,bathroomsQuantity,showerRoomsQuantity,toiletQuantity,hasCellar,enclosedParkingQuantity,hasDoorCode,hasIntercom,hasAlarm,hasAirConditioning,hasPool,isDisabledPeopleFriendly,hasFirePlace,isExclusiveSaleMandate,photos,isRecent,energyValue,greenhouseGazValue,terracesQuantity,isInCondominium,isCondominiumInProcedure,feesChargedTo,priceWithoutFees,agencyFeeUrl,energyPerformanceDiagnosticDate,useJuly2021EnergyPerformanceDiagnostic,minEnergyConsumption,maxEnergyConsumption,energyClassification,greenhouseGazClassification,adCreatedByPro,hasGarden,heating,relevanceBonus,departmentCode,addressKnown,displayDistrictName,pricePerSquareMeter,postalCodeForSearchFilters,descriptionTextLength,priceHasDecreased,transactionType,adTypeFR,with3dModel,endOfPromotedAsExclusive,nothingBehindForm,highlightMailContact,customerId,displayInsuranceEstimation,needVirtualTour,phoneDisplays,thresholdDate,blurInfo.type,blurInfo.radius,blurInfo.bbox,blurInfo.position.lat,blurInfo.position.lon,blurInfo.centroid.lat,blurInfo.centroid.lon,district.id_polygone,district.id_type,district.name,district.libelle,district.cp,district.code_insee,district.id,district.insee_code,district.postal_code,district.type_id,status.onTheMarket,status.closedByUser,status.autoImported,status.isLeading,status.highlighted,status.is3dHighlighted,userRelativeData.importAccountId,userRelativeData.accountIds,userRelativeData.searchAccountIds,userRelativeData.isAdmin,userRelativeData.isAdModifier,userRelativeData.canSetAsFeatured,userRelativeData.canSeeExactPosition,userRelativeData.canSeeAddress,userRelativeData.canSeeStats,userRelativeData.canOpenAdDetail,userRelativeData.canSeeRealDates,userRelativeData.canSeePublicationCertificateHtml,userRelativeData.canSeePublicationCertificatePdf,chargingStations.providers,floor,isCalm,condominiumPartsQuantity,annualCondominiumFees,condominiumDetailedProcedure,isEligibleForDenormandieLaw,opticalFiberStatus
Château-Gontier,53200,True,square-habitat-immo-facile-43174751,buy,house,AM-CHA-4891-FD,"Nouveauté à vendre en exclusivité dans le quartier de Bazouges !<br>Cette maison familiale semi-enterrée vous offre un cadre de vie idéal, alliant confort et fonctionnalité.<br>Au rez-de-chaussée, vous découvrirez une entrée desservant une pièce de vie lumineuse et chaleureuse de 33 m², agrémentée d'un insert à bois. La cuisine ouverte, aménagée et équipée, s'intègre parfaitement à cet espace convivial. Deux chambres, dont une avec un grand dressing, ainsi qu'une salle de bains fonctionnelle complètent ce niveau.<br>À l'étage, une mezzanine crée un espace dédié aux enfants, accompagnée d'une salle d'eau, d'un bureau et de deux chambres spacieuses.<br>Le véritable atout de cette maison : l'aménagement du sous-sol, accueillant deux chambres, un débarras, une arrière-cuisine, une double cave, ainsi qu'un garage de 48 m².<br>À l'extérieur, entre son jardin arboré, sa pergola et son terrain de pétanque, tout est réuni pour profiter pleinement des beaux jours et partager de bons moments avec vos proches.<br>Vous vous imaginez déjà dedans? Faites le premier pas : contactez l'agence au <span class=""importDescriptionDecorator"" data-type=""phone"">02.4370.09.09</span>, pour une visite ou des informations supplémentaires. <br>DPE : D<br>Référence : 4891-FD<br>Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr<br> (5.69 % d'honoraires TTC à la charge de l'acquéreur.)",A vendre - Maison familiale à Château-Gontier sur Mayenne.,1970-01-01T00:00:00.000Z,2025-11-19T10:57:44.352Z,False,1989,agency,False,280080,5.69,197,737.0,8,6,2.0,1.0,1,3.0,True,1.0,False,False,False,False,False,False,False,True,"[{'title': 'Photo n°1', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751a.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751a.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751a.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°2', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751b.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751b.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751b.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°3', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751c.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751c.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751c.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°4', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751d.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751d.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751d.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°5', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751e.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751e.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751e.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°6', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751f.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751f.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751f.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°7', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751g.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751g.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751g.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°8', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751h.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751h.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751h.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°9', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751i.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751i.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751i.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°10', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751j.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751j.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751j.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°11', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751k.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751k.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751k.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°12', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751l.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751l.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751l.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°13', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751m.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751m.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751m.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°14', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751n.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751n.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751n.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°15', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751o.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751o.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751o.jpg_DATEMAJ_17_10_2025-17_03_23'}, {'title': 'Photo n°16', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/4/7/5/1/43174751p.jpg?DATEMAJ=17/10/2025-17:03:23', 'photo': 'square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751p.jpg_DATEMAJ_17_10_2025-17_03_23', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43174751_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_4_7_5_1_43174751p.jpg_DATEMAJ_17_10_2025-17_03_23'}]",False,201,6,2.0,False,False,purchaser,265000,https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/291916.pdf,2025-09-22,True,2700,3720,D,B,True,True,radiateur électrique individuel,5,53,True,True,1345.1776649746193,53200,1354,False,buy,vente,False,0,False,False,sqhchateaugontier-1710952078092,True,True,[],2025-09-25T00:00:00.000Z,disk,125,"[-0.7163304373393893, 47.83839013877331, -0.7129845382825979, 47.84063594329685]",47.83951304103508,-0.7146574878109936,47.83951304103508,-0.7146574878109936,53062,2,Château-Gontier,Château-Gontier,53200,53062,53062,53062,53200,2,True,False,True,True,False,False,604b6da2b1fe6500b0b6463d,['square-habitat-immo-facile-291916'],"['square-habitat-immo-facile-291916', 'square-habitat-immo-facile-network-Square-Habitat', '604b6da2b1fe6500b0b6463d', '662a6e5b90a44200b1b2427f', 'contract-type-agency-package', '65709f7829195d00b2c8d0e8', '6278c8a2c0a16100b6faed89']",False,False,False,False,False,False,True,False,False,False,[],,,,,,,
Laval,53000,True,square-habitat-immo-facile-43171218,buy,flat,AM-LAV-2532-14041-AZ,"HYPER CENTRE, RIVE GAUCHE, QUARTIER THEATRE, proximité écoles et commerces, en exclusivité, appartement de type 3 de 76 m² environ dans petite copropriété, comprenant : Entrée (placard), salon-séjour sur parquet, cuisine aménagée et équipée, deux chambres sur parquet, salle d'eau avec toilettes. Parking privé et cave.<br>Ce logement est concerné par la modification du facteur de conversion de l'électricité : À partir du 1er janvier 2026, et conformément à l'article 1 de l'arrêté du 13 août 2025 modifiant le facteur de conversion de l'énergie finale en énergie primaire de l'électricité relatif au diagnostic de performance énergétique, la méthode de calcul du DPE et de l'audit énergétique sera actualisée pour intégrer une nouvelle valeur du facteur de conversion de l'électricité.<br>Ce bien immobilier sera concerné, son étiquette DPE va évoluer  :<br>L'étiquette de la simulation permet une classification en D <br>Contacter Alexia ZAMBON au O6.71.17.66.91 (6.72 % d'honoraires TTC à la charge de l'acquéreur.)<br>Copropriété de 22 lots - dont 6 lots habitation. (Pas de procédure en cours).<br>Charges annuelles : 240.00 euros.",Appartement Laval 3 pièce(s) 76 m2,1970-01-01T00:00:00.000Z,2025-11-16T06:59:09.481Z,False,1900,agency,False,149410,6.72,76,,3,2,,,1,,,,,,,,,,False,True,"[{'title': 'Photo n°1', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/1/2/1/8/43171218a.jpg?DATEMAJ=08/09/2025-11:06:01', 'photo': 'square-habitat-immo-facile-43171218_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_1_2_1_8_43171218a.jpg_DATEMAJ_08_09_2025-11_06_01', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43171218_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_1_2_1_8_43171218a.jpg_DATEMAJ_08_09_2025-11_06_01'}, {'title': 'Photo n°2', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/1/2/1/8/43171218b.jpg?DATEMAJ=08/09/2025-11:06:11', 'photo': 'square-habitat-immo-facile-43171218_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_1_2_1_8_43171218b.jpg_DATEMAJ_08_09_2025-11_06_11', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43171218_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_1_2_1_8_43171218b.jpg_DATEMAJ_08_09_2025-11_06_11'}, {'title': 'Photo n°3', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/1/2/1/8/43171218c.jpg?DATEMAJ=08/09/2025-11:06:21', 'photo': 'square-habitat-immo-facile-43171218_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_1_2_1_8_43171218c.jpg_DATEMAJ_08_09_2025-11_06_21', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43171218_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_1_2_1_8_43171218c.jpg_DATEMAJ_08_09_2025-11_06_21'}, {'title': 'Photo n°4', 'url_photo': 'https://media.immo-facile.com/office17/sh_secteur_laval_agglo/catalog/images/pr_p/4/3/1/7/1/2/1/8/43171218d.jpg?DATEMAJ=08/09/2025-11:06:29', 'photo': 'square-habitat-immo-facile-43171218_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_1_2_1_8_43171218d.jpg_DATEMAJ_08_09_2025-11_06_29', 'url': 'https://file.bienici.com/photo/square-habitat-immo-facile-43171218_media.immo-facile.com_office17_sh_secteur_laval_agglo_catalog_images_pr_p_4_3_1_7_1_2_1_8_43171218d.jpg_DATEMAJ_08_09_2025-11_06_29'}]",,281,9,,True,False,purchaser,140000,https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/291920.pdf,2023-02-09,True,1320,1810,E,B,True,,électrique individuel,5,53,True,True,1842.1052631578948,53000,1120,False,buy,vente,False,0,False,False,laval-squarehabitat-fr-1710952078605,True,True,[],2025-09-25T00:00:00.000Z,disk,50,"[-0.7692408344518944, 48.069819862573056, -0.7678964869228317, 48.070718180476845]",48.07026902152495,-0.7685686606873631,48.07026902152495,-0.7685686606873631,102771,1,Laval - Les Pommeraies,Les Pommeraies,53000,53130,102771,53130,53000,1,True,False,True,True,False,False,604b6da2b1fe6500b0b6463d,['square-habitat-immo-facile-291920'],"['square-habitat-immo-facile-291920', 'square-habitat-immo-facile-network-Square-Habitat', '604b6da2b1fe6500b0b6463d', '662a6e5b90a44200b1b2427f', '65709f7829195d00b2c8d0e8', 'contract-type-agency-package', '6278c8a2c0a16100b6faed89']",False,False,False,False,False,False,True,False,False,False,[],0.0,True,22.0,240.0,Pas de procédure en cours,True,deploye
