city,postalCode,hasGeorisquesMention,id,adType,propertyType,reference,description,title,publicationDate,modificationDate,newProperty,virtualTours,accountType,isBienIciExclusive,photoWatermarkAlias,accountDisplayName,isExclusiveSaleMandate,roomsQuantity,bedroomsQuantity,feesChargedTo,floor,isDisabledPeopleFriendly,hasElevator,hasVideophone,photos,balconyQuantity,indoorParkingQuantity,energyValue,energyPerformanceDiagnosticDate,energyClassification,greenhouseGazValue,greenhouseGazClassification,minEnergyConsumption,maxEnergyConsumption,energySimulationReferenceDate,surfaceArea,floorQuantity,price,priceWithoutFees,agencyFeePercentage,useJuly2021EnergyPerformanceDiagnostic,adCreatedByPro,heating,with360,relevanceBonus,departmentCode,addressKnown,displayDistrictName,pricePerSquareMeter,postalCodeForSearchFilters,descriptionTextLength,priceHasDecreased,transactionType,adTypeFR,with3dModel,endOfPromotedAsExclusive,opticalFiberStatus,nothingBehindForm,highlightMailContact,customerId,displayInsuranceEstimation,phoneDisplays,blurInfo.type,blurInfo.radius,blurInfo.bbox,blurInfo.position.lat,blurInfo.position.lon,blurInfo.centroid.lat,blurInfo.centroid.lon,chargingStations.providers,district.id_polygone,district.id_type,district.name,district.libelle,district.cp,district.code_insee,district.id,district.insee_code,district.postal_code,district.type_id,status.onTheMarket,status.closedByUser,status.autoImported,status.isLeading,status.highlighted,status.is3dHighlighted,userRelativeData.importAccountId,userRelativeData.accountIds,userRelativeData.searchAccountIds,userRelativeData.isAdmin,userRelativeData.isAdModifier,userRelativeData.canSetAsFeatured,userRelativeData.canSeeExactPosition,userRelativeData.canSeeAddress,userRelativeData.canSeeStats,userRelativeData.canOpenAdDetail,userRelativeData.canSeeRealDates,userRelativeData.canSeePublicationCertificateHtml,userRelativeData.canSeePublicationCertificatePdf,workToDo,hasDoorCode,hasIntercom,terraceSurfaceArea,terracesQuantity
Nantes,44200,True,apimo-86447292,buy,flat,BMVA3128,"Bienvenue chez Abriculteurs, l’agence familiale qui s’engage à un service immobilier d’exception. Découvrez une présentation soignée de ce bien: des photos professionnelles, un plan détaillé et une visite virtuelle immersive. Faites confiance à notre expertise pour transformer vos projets immobiliers en réussites remarquables.

Dans un immeuble moderne ""basse consommation"" édifié en 2018, au deuxième étage ascenseur, joli deux pièces en excellent état comprenant: entrée sur pièce principale avec placards et kitchenette équipée, balcon orienté au calme de la cour intérieure et sans vis-à-vis, chambre séparée avec grand placard coulissant, et salle d'eau avec douche et wc.
Place de parking privative en sous-sol.

Les + du bien:

- Localisation idéale: au pied des commerces, transports, et accès facile au centre-ville ou périphériques extérieurs
- Aucun travaux à prévoir, copropriété encore couverte par la garantie décennale
- Charges modestes, permettant un investissement locatif plus rentable ou un pied-à-terre peu coûteux
- Place de parking en sous-sol permettant d'avoir + de confort au quotidien

Informations pratiques:

- Chauffage individuel au gaz (chaudière)
- Taxe foncière: 861€/an
- Charges courantes annuelles: 61€/mois, eau incluse
- Bien soumis au statut de la copropriété: 37 lots principaux
- Appartement n°16, quote-part: 156/10.000e
- Parking n°68, quote-part: 16/10.000e
- Aucune procédure en cours

Performances énergétiques:

- Consommation conventionnelle : 104 kWhEP/m².an (Classe C)
- Estimation des émissions : 19 kg CO₂/m².an (Classe C)

Prix de vente : 140.000 € TTC (Hors Honoraires Agence)
Honoraires à la charge de l'acquéreur de 9.900 €, représentant un total de 149.900 € (Honoraires Agence Inclus) soit 7,07 % du prix de vente.

Ce bien a retenu votre intérêt ? Pour organiser la visite avec nous, rien de plus simple, prenez rendez-vous en ligne au moment qui vous convient le mieux.

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr

Annonce rédigée sous la responsabilité éditoriale de M. Benoit MONTY, agent commercial (EI), immatriculé au RSAC de NANTES sous le n°913240313, sans détention de fonds, agissant pour le compte de la SARL Abriculteurs immobilier, au capital de 5 000 €, immatriculée sous le SIREN n° 837 704 584, titulaire de la carte professionnelle n° CPI 7501 2018 000 025 842 délivrée par la CCI de Paris Île-de-France, dont le représentant légal est M. Adrien Piot, ayant son siège social au 12 rue des Halles, 75001 Paris.","Joli deux pièces en parfait état - Immeuble moderne, ascenseur, balcon et parking - bd Emile Gabory à Nantes 44200",2025-11-17T15:49:47.220Z,2025-11-21T05:01:11.873Z,False,"[{'url': 'https://player.previsite.net/video/67E72B0CBF3FAFCB509D7D072C0BB920', 'previewImageUrl': 'https://player.previsite.net/image/67E72B0CBF3FAFCB509D7D072C0BB920.jpg', 'type': 'video', 'highlighted': True, 'accepted': True, 'https': True, 'size': 'responsive', 'mobileSupport': True, 'id': 'apimo-86447292_virtualTour_0'}, {'originalUrl': 'https://tour.giraffe360.com/f8bb17e719f741f1b649d620e2e891eb', 'url': 'https://tour.giraffe360.com/f8bb17e719f741f1b649d620e2e891eb', 'type': 'photos 360, déplacements suivi', 'accepted': True, 'https': True, 'mobileSupport': True, 'size': 'responsive', 'id': 'apimo-86447292_virtualTour_1'}]",agency,False,a5c73251-cec6-4298-a139-9ec6924a391a,Abriculteurs,True,2,1,purchaser,2,True,True,True,"[{'url_photo': 'https://media.apimo.pro/cache/bc91096929fb3f42dba24843ffe1a479_aa649ce663_1920-original.jpg', 'photo': 'apimo-86447292_media.apimo.pro_cache_bc91096929fb3f42dba24843ffe1a479_aa649ce663_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86447292_media.apimo.pro_cache_bc91096929fb3f42dba24843ffe1a479_aa649ce663_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/bc89a15d02a293bdda51d28bc6263872_e2a604cee2_1920-original.jpg', 'photo': 'apimo-86447292_media.apimo.pro_cache_bc89a15d02a293bdda51d28bc6263872_e2a604cee2_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86447292_media.apimo.pro_cache_bc89a15d02a293bdda51d28bc6263872_e2a604cee2_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/e5cef24e6957d2ac6113a4bc26c848f3_890f862b6b_1920-original.jpg', 'photo': 'apimo-86447292_media.apimo.pro_cache_e5cef24e6957d2ac6113a4bc26c848f3_890f862b6b_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86447292_media.apimo.pro_cache_e5cef24e6957d2ac6113a4bc26c848f3_890f862b6b_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/7b66a9a70dfb544520e47f305f6c69a1_6186c9edc8_1920-original.jpg', 'photo': 'apimo-86447292_media.apimo.pro_cache_7b66a9a70dfb544520e47f305f6c69a1_6186c9edc8_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86447292_media.apimo.pro_cache_7b66a9a70dfb544520e47f305f6c69a1_6186c9edc8_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/d8a2665c822c676ee4d50499074c397f_18db606ffa_1920-original.jpg', 'photo': 'apimo-86447292_media.apimo.pro_cache_d8a2665c822c676ee4d50499074c397f_18db606ffa_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86447292_media.apimo.pro_cache_d8a2665c822c676ee4d50499074c397f_18db606ffa_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/814d76b5e0180c2277a19bd5ef4a1d07_c63b555ef3_1920-original.jpg', 'photo': 'apimo-86447292_media.apimo.pro_cache_814d76b5e0180c2277a19bd5ef4a1d07_c63b555ef3_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86447292_media.apimo.pro_cache_814d76b5e0180c2277a19bd5ef4a1d07_c63b555ef3_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/3140b1203a1d2eeb9303c6ab0a5c4717_6da98b881b_1920-original.jpg', 'photo': 'apimo-86447292_media.apimo.pro_cache_3140b1203a1d2eeb9303c6ab0a5c4717_6da98b881b_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86447292_media.apimo.pro_cache_3140b1203a1d2eeb9303c6ab0a5c4717_6da98b881b_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/966e7bc27f7d55e5511ec223b6e45e39_4a1257b560_1920-original.jpg', 'photo': 'apimo-86447292_media.apimo.pro_cache_966e7bc27f7d55e5511ec223b6e45e39_4a1257b560_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86447292_media.apimo.pro_cache_966e7bc27f7d55e5511ec223b6e45e39_4a1257b560_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/f12416bda381af11c611b35ad0e39c88_e62dbac43c_1920-original.jpg', 'photo': 'apimo-86447292_media.apimo.pro_cache_f12416bda381af11c611b35ad0e39c88_e62dbac43c_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86447292_media.apimo.pro_cache_f12416bda381af11c611b35ad0e39c88_e62dbac43c_1920-original.jpg'}]",1.0,1.0,104,2023-04-27,C,19,C,340,510,2021-01-01,35,6,149900,140000.0,7.071428571428571,True,True,Radiateur Gaz Individuel,True,3,44,True,True,4000.0,44200,2570,False,buy,vente,False,0,deploye,False,False,les-abriculteurs,True,[],disk,50,"[-1.5270375404105416, 47.192377713575716, -1.5257155778122278, 47.193276031443254]",47.192826872509485,-1.5263765591113847,47.192826872509485,-1.5263765591113847,[],300061,1,Nantes - Saint-Jacques - Pirmil,Saint-Jacques - Pirmil,44200,44109,300061,44109,44200,1,True,False,True,False,True,False,5913331e150de0009ce38406,['apimo-18731'],"['apimo-18731', '5b587c14875049009b7f7979', 'contract-type-agency-performance-package', 'extension-boost', '5913331e150de0009ce38406']",False,False,False,False,False,False,True,False,False,False,,,,,
Nantes,44000,True,apimo-86444095,buy,flat,IRVA3125,"Bienvenue chez Abriculteurs, l’agence familiale qui s’engage à un service immobilier d’exception. Découvrez une présentation soignée de ce bien : des photos professionnelles, un plan détaillé et une visite virtuelle immersive pour vous projeter dans un cadre unique. Faites confiance à notre expertise pour transformer vos projets immobiliers en réussites remarquables.
A Nantes Chantenay, proche du parc de la Boucardière, beau T3 de 44 m2 avec  terrasse ,  parking couvert sécurisé plus local à vélos  privé accessible depuis la rue. 
Au sein d'une  petite copropriété  de 2017, cet appartement au 3 ème étage avec ascenseur , très lumineux avec  vue dégagée, comprends une belle entrée avec wc, une chambre  avec placard, une salle de douche , une belle pièce de vie ouverte sur la cuisine entièrement aménagée et équipée ( four, micro onde, frigo-congélateur, plaques induction et hotte, lave vaisselle  placards , table et chaises . ) 
Très faibles charges ,(62/mois  et TF 134 /an), chauffage  et eau chaude gaz individuel, fibre.
A deux pas des transports et commerces , 
Idéal investisseur ou premier achat . 

Consommation conventionnelle (kWhEP/m2.an) : 84( C)
Estimation des émissions (kg CO2/m2.an) : 15 (C)

Prix de vente : 189 000 € (Honoraires agence à la charge du vendeur)

Ce bien a retenu votre intérêt ? Pour organiser la visite avec nous, rien de plus simple, prenez rendez-vous en ligne au moment qui vous convient le mieux.

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le
site Géorisques : www.georisques.gouv.fr

La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Madame Isabelle RAULT, EI, Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux du Tribunal de Commerce de Nantes, numéro 480282060","A Nantes Chantenay, Beau T3 en étage avec terrasse",2025-11-14T16:00:17.804Z,2025-11-15T06:06:27.429Z,False,"[{'url': 'https://player.previsite.net/video/E8FF665214FCBB8ACD36919C618AC340', 'previewImageUrl': 'https://player.previsite.net/image/E8FF665214FCBB8ACD36919C618AC340.jpg', 'type': 'video', 'highlighted': True, 'accepted': True, 'https': True, 'size': 'responsive', 'mobileSupport': True, 'id': 'apimo-86444095_virtualTour_0'}, {'originalUrl': 'https://tour.giraffe360.com/9e4b41601be84f66a9fef8b64d6f358c', 'url': 'https://tour.giraffe360.com/9e4b41601be84f66a9fef8b64d6f358c', 'type': 'photos 360, déplacements suivi', 'accepted': True, 'https': True, 'mobileSupport': True, 'size': 'responsive', 'id': 'apimo-86444095_virtualTour_1'}]",agency,False,a5c73251-cec6-4298-a139-9ec6924a391a,Abriculteurs,True,2,1,,3,,True,True,"[{'url_photo': 'https://media.apimo.pro/cache/fb4e12886b8fbef4d71e528fb021b954_cb2b4eefc4_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_fb4e12886b8fbef4d71e528fb021b954_cb2b4eefc4_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_fb4e12886b8fbef4d71e528fb021b954_cb2b4eefc4_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/e3ed23a2c841f472a7e268ece5ddb9c6_07ea85a380_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_e3ed23a2c841f472a7e268ece5ddb9c6_07ea85a380_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_e3ed23a2c841f472a7e268ece5ddb9c6_07ea85a380_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/9e9397fa261d5c982e6a1f035d51ed01_11764e91bf_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_9e9397fa261d5c982e6a1f035d51ed01_11764e91bf_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_9e9397fa261d5c982e6a1f035d51ed01_11764e91bf_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/c987941d6086dcf9d0880f2d1a775b94_8215851bf6_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_c987941d6086dcf9d0880f2d1a775b94_8215851bf6_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_c987941d6086dcf9d0880f2d1a775b94_8215851bf6_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/9d36ab2625e60b4b08d720b7fc5e2064_839c2c8ccd_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_9d36ab2625e60b4b08d720b7fc5e2064_839c2c8ccd_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_9d36ab2625e60b4b08d720b7fc5e2064_839c2c8ccd_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/b19c6f16044215f9f73faf5a370ee38c_c74d5cf2e4_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_b19c6f16044215f9f73faf5a370ee38c_c74d5cf2e4_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_b19c6f16044215f9f73faf5a370ee38c_c74d5cf2e4_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/d5fb98c92ec52aec4d5d772f1f378566_ea214efe49_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_d5fb98c92ec52aec4d5d772f1f378566_ea214efe49_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_d5fb98c92ec52aec4d5d772f1f378566_ea214efe49_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/5e512b8057730b842fb8002f58630caf_7bb19bdc88_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_5e512b8057730b842fb8002f58630caf_7bb19bdc88_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_5e512b8057730b842fb8002f58630caf_7bb19bdc88_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/ede37a51f1986f0a9a6beadeddebc165_ab2f4c8e7d_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_ede37a51f1986f0a9a6beadeddebc165_ab2f4c8e7d_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_ede37a51f1986f0a9a6beadeddebc165_ab2f4c8e7d_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/f3a88629da53d71a9fda54766abcd948_d7c9386c9b_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_f3a88629da53d71a9fda54766abcd948_d7c9386c9b_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_f3a88629da53d71a9fda54766abcd948_d7c9386c9b_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/4a5b028cf64fdd573bd1b99392acd641_a34c14bfa8_1920-original.jpg', 'photo': 'apimo-86444095_media.apimo.pro_cache_4a5b028cf64fdd573bd1b99392acd641_a34c14bfa8_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86444095_media.apimo.pro_cache_4a5b028cf64fdd573bd1b99392acd641_a34c14bfa8_1920-original.jpg'}]",,,84,2024-04-25,C,15,C,350,490,2021-01-01,48,5,189000,,,True,True,Radiateur Gaz Individuel,True,3,44,True,True,3937.5,44000,1833,False,buy,vente,False,0,deploye,False,False,les-abriculteurs,True,[],disk,50,"[-1.604912775732851, 47.201663087179774, -1.6035905874946033, 47.20256140504767]",47.20211224611372,-1.604251681613727,47.20211224611372,-1.604251681613727,[],300039,1,Nantes - Chantenay - Sainte-Anne,Chantenay - Sainte-Anne,44100,44109,300039,44109,44100,1,True,False,True,False,True,False,5913331e150de0009ce38406,['apimo-18731'],"['apimo-18731', '5b587c14875049009b7f7979', 'contract-type-agency-performance-package', 'extension-boost', '5913331e150de0009ce38406']",False,False,False,False,False,False,True,False,False,False,False,True,True,4.5,1.0
Nantes,44100,True,apimo-86393384,buy,flat,FLVA3047,"Bienvenue chez Abriculteurs, l'agence familiale qui s'engage à un service immobilier d'exception. Profitez de photos professionnelles, d’un plan détaillé et d’une visite virtuelle pour vous projeter pleinement dans ce bien unique !

Un appartement deux chambres, une belle pièce de vie de 29m2, un DPE A, une grande loggia de 24m2 exposée sud avec vue panoramique sur le parc de Chézine, 1 place de parking, un espace de stockage sécurisé privatif, le tout à proximité des écoles, des espaces verts et des transports en commun.

Venez découvrir en exclusivité ce 3 pièces récent de 64,46m² en excellent état, au calme et à proximité des espaces verts, des commerces et des transports en commun.

Dans un immeuble moderne de 2015 avec ascenseur, au 1er étage, l’appartement se compose d'une entrée s'ouvrant sur une pièce de vie de 29m2 avec cuisine ouverte aménagée. Cette pièce s’ouvre sur une vaste loggia orientée sud qui offre une vue panoramique sur des arbres et sur le parc de Chézine.. A la belle saison, ce bel espace extérieur avec éclairage et prise, sera un véritable deuxième salon où vous aurez plaisir à manger et à prendre l’apéritif.

L’espace nuit est séparé de la pièce de vie par une porte. Dans cette seconde partie, vous découvrirez 2 chambres, des WC et une salle de douche.

Vous disposerez en plus d’une place de parkings souterraine et d’un espace de stockage sécurisé privatif.

Les + du bien :

-Un emplacement au calme avec vue sur la nature
-Un DPE A
-Un agencement idéal
-Un appartement en bon état
-Une grande loggia avec vue très dégagée
-Une place privative de stationnement et une cave
-Des parties communes en bon état
-La Fibre

À noter :
- Chauffage et production d'eau chaude collectif
- Taxe foncière : 1227€/an
- Charges de copropriété : 183€/mois comprenant le chauffage et l’eau chaude
-Ravalement de façade non voté mais estimatif détaillé réalisé par un maître d’œuvre pour 11 800€ de quote-part 

- Le bien est soumis au statut de la copropriété : 38 lots principaux d’habitation

- Appartement lot n°82 : Quote-part : 266/10 000e
- Parking lot n°12 : Quote-part 14/10 000e
- Local à vélo privatif lot n°56 : Quote-part 3/10 000e
- Consommation conventionnelle (kWhEP/m2.an) : 57 (A)
- Estimation des émissions (kg CO2/m2.an) : 1 (A)
- Coût de l'énergie max/min : 270€/410€
- Année de référence des prix : 2021

Prix de vente : 175 000 € TTC (Honoraires à la charge du vendeur)

Ce bien a retenu votre intérêt ? Pour organiser la visite avec nous, rien de plus simple, prenez rendez-vous en ligne au moment qui vous convient le mieux.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr
Ce bien n'est potentiellement pas concerné par un tel risque.

Annonce rédigée sous la responsabilité éditoriale de M. François LAGABRIELLE, agent commercial (EI), immatriculé au RSAC de Nantes sous le n° 2023AC00268, sans détention de fonds, agissant pour le compte de la SARL Abriculteurs immobilier, au capital de 5 000 €, immatriculée sous le SIREN n° 837 704 584, titulaire de la carte professionnelle n° CPI 7501 2018 000 025 842 délivrée par la CCI de Paris Île-de-France, dont le représentant légal est M. Adrien Piot.","Bel appartement de 64,46m2 - Construction de 2015 - DPE A - 2 chambres -Loggia de 24m2 - vue panoramique - 1 parking - local velo privatif - 22 rue August Lepère- Nantes",2025-10-27T08:09:51.171Z,2025-11-18T23:21:41.613Z,False,"[{'originalUrl': 'https://tour.giraffe360.com/988d434211924499b5305980dde8ed25', 'url': 'https://tour.giraffe360.com/988d434211924499b5305980dde8ed25', 'type': 'photos 360, déplacements suivi', 'accepted': True, 'https': True, 'mobileSupport': True, 'size': 'responsive', 'id': 'apimo-86393384_virtualTour_0'}]",agency,False,a5c73251-cec6-4298-a139-9ec6924a391a,Abriculteurs,True,3,2,1,False,True,"[{'url_photo': 'https://media.apimo.pro/cache/6d08485d49ed20495a579bc7b617ab07_c1b1eb296e_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_6d08485d49ed20495a579bc7b617ab07_c1b1eb296e_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_6d08485d49ed20495a579bc7b617ab07_c1b1eb296e_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/156c450dd698cc235eac5b24c4e5d45f_14052c3131_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_156c450dd698cc235eac5b24c4e5d45f_14052c3131_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_156c450dd698cc235eac5b24c4e5d45f_14052c3131_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/df36a503ac0a80da2d9c49a166ff7948_71a4646fa9_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_df36a503ac0a80da2d9c49a166ff7948_71a4646fa9_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_df36a503ac0a80da2d9c49a166ff7948_71a4646fa9_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/486c06943db97d2b633c22061d431981_dd8d048b75_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_486c06943db97d2b633c22061d431981_dd8d048b75_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_486c06943db97d2b633c22061d431981_dd8d048b75_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/f986e0f966e9ad73064a9d5eca43f6fe_116bb44115_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_f986e0f966e9ad73064a9d5eca43f6fe_116bb44115_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_f986e0f966e9ad73064a9d5eca43f6fe_116bb44115_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/d89a171d932dd8fc05e056f594ae4bc6_adb4020372_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_d89a171d932dd8fc05e056f594ae4bc6_adb4020372_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_d89a171d932dd8fc05e056f594ae4bc6_adb4020372_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/5e84c281cf390866a90f2e956e691c09_079f87d326_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_5e84c281cf390866a90f2e956e691c09_079f87d326_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_5e84c281cf390866a90f2e956e691c09_079f87d326_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/5999ce16a7dc77b9796c132caf50caf8_6b84aa2bb3_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_5999ce16a7dc77b9796c132caf50caf8_6b84aa2bb3_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_5999ce16a7dc77b9796c132caf50caf8_6b84aa2bb3_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/a568047591e0ff800e5cf3d36e9409e5_4d72c66a69_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_a568047591e0ff800e5cf3d36e9409e5_4d72c66a69_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_a568047591e0ff800e5cf3d36e9409e5_4d72c66a69_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/4c4783dc28198055b85b0fd0318d699d_2670f4c338_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_4c4783dc28198055b85b0fd0318d699d_2670f4c338_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_4c4783dc28198055b85b0fd0318d699d_2670f4c338_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/98d4d13c600f05c431b8f233c2fc2843_be485fb0ff_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_98d4d13c600f05c431b8f233c2fc2843_be485fb0ff_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_98d4d13c600f05c431b8f233c2fc2843_be485fb0ff_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/f8460af60230db42428fe32a47f06708_943e8f4986_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_f8460af60230db42428fe32a47f06708_943e8f4986_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_f8460af60230db42428fe32a47f06708_943e8f4986_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/9d5596bf348a5230eba1a1b07b2777b9_523b461165_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_9d5596bf348a5230eba1a1b07b2777b9_523b461165_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_9d5596bf348a5230eba1a1b07b2777b9_523b461165_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/7bca7eb164c4087e8cf4e08bb12fdc2e_5c5de8a38f_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_7bca7eb164c4087e8cf4e08bb12fdc2e_5c5de8a38f_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_7bca7eb164c4087e8cf4e08bb12fdc2e_5c5de8a38f_1920-original.jpg'}, {'url_photo': 'https://media.apimo.pro/cache/fa36f55e98ced78c765c8ea8f20cacbd_e6b1f90b7a_1920-original.jpg', 'photo': 'apimo-86393384_media.apimo.pro_cache_fa36f55e98ced78c765c8ea8f20cacbd_e6b1f90b7a_1920-original.jpg', 'url': 'https://file.bienici.com/photo/apimo-86393384_media.apimo.pro_cache_fa36f55e98ced78c765c8ea8f20cacbd_e6b1f90b7a_1920-original.jpg'}]",1,1,57,2025-01-09,A,1,A,290,400,2021-01-01,64.46,5,Sud,175000,True,True,Radiateur Bois Collectif,True,3,44,True,True,2714.861929878995,44100,3232,False,buy,vente,False,0,deploye,False,False,les-abriculteurs,True,[],disk,50,"[-1.596560348741736, 47.225758421735364, -1.5952375599139519, 47.22665673960415]",47.22620758066976,-1.595898954327844,47.22620758066976,-1.595898954327844,[],300046,1,Nantes - Zola - Dervallières,Zola - Dervallières,44100,44109,300046,44109,44100,1,True,False,True,True,False,False,5913331e150de0009ce38406,['apimo-18731'],"['apimo-18731', '5b587c14875049009b7f7979', 'contract-type-agency-performance-package', 'extension-boost', '5913331e150de0009ce38406']",False,False,False,False,False,False,True,False,False,False
