city,postalCode,id,adType,propertyType,reference,description,title,publicationDate,modificationDate,newProperty,accountType,isBienIciExclusive,surfaceArea,roomsQuantity,bedroomsQuantity,exposition,showerRoomsQuantity,toiletQuantity,floor,energyPerformanceDiagnosticDate,energyValue,greenhouseGazValue,minEnergyConsumption,maxEnergyConsumption,energyClassification,greenhouseGazClassification,isInCondominium,annualCondominiumFees,agencyFeePercentage,isExclusiveSaleMandate,feesChargedTo,priceWithoutFees,photos,price,useJuly2021EnergyPerformanceDiagnostic,adCreatedByPro,heating,relevanceBonus,departmentCode,addressKnown,displayDistrictName,pricePerSquareMeter,postalCodeForSearchFilters,descriptionTextLength,priceHasDecreased,transactionType,adTypeFR,with3dModel,endOfPromotedAsExclusive,opticalFiberStatus,nothingBehindForm,highlightMailContact,customerId,displayInsuranceEstimation,phoneDisplays,blurInfo.type,blurInfo.radius,blurInfo.bbox,blurInfo.position.lat,blurInfo.position.lon,blurInfo.centroid.lat,blurInfo.centroid.lon,chargingStations.providers,district.id_polygone,district.id_type,district.name,district.libelle,district.cp,district.code_insee,district.id,district.insee_code,district.postal_code,district.type_id,status.onTheMarket,status.closedByUser,status.autoImported,status.isLeading,status.highlighted,status.is3dHighlighted,userRelativeData.importAccountId,userRelativeData.accountIds,userRelativeData.searchAccountIds,userRelativeData.isAdmin,userRelativeData.isAdModifier,userRelativeData.canSetAsFeatured,userRelativeData.canSeeExactPosition,userRelativeData.canSeeAddress,userRelativeData.canSeeStats,userRelativeData.canOpenAdDetail,userRelativeData.canSeeRealDates,userRelativeData.canSeePublicationCertificateHtml,userRelativeData.canSeePublicationCertificatePdf,virtualTours,bathroomsQuantity,hasFirePlace,floorQuantity,hasElevator,condominiumPartsQuantity,hasIntercom,hasCaretaker,agencyFeeUrl,hasBalcony,hasTerrace,isStudio,hasGeorisquesMention,workToDo,hasDoorCode,cellarsOrUndergroundsQuantity,energySimulationReferenceDate,needHomeStaging,blurInfo.origin,hasCellar,parkingPlacesQuantity
Paris 4e,75004,ag753010-498781979,buy,flat,86444204,"Au cœur de Paris, sur l'Ile de la Cité, au 3° étage avec ascenseur d'un immeuble de très bon standing avec gardien, cet appartement de réception et familial bénéficie d'une vue imprenable sur la Seine et le Pont Saint-Michel.

D'une surface totale de 163 m2, il se compose d'une élégante galerie d'entrée, d'un vaste espace de vie de plus de 55 m2 comprenant un séjour et une salle à manger baignés de lumière (exposition Sud), d'une cuisine indépendante pouvant s'ouvrir sur la partie réception, de trois chambres, de deux salles d'eau avec WC, d'un cellier et de nombreux rangements.

À cet ensemble s'ajoute un studio de 27 m2 (inclus dans la superficie totale), directement rattachable à l'appartement principal. Il comprend une pièce de vie, une cuisine séparée, une salle d'eau avec WC et un dégagement avec rangements.
Son emplacement exceptionnel, à quelques minutes du marché Maubert, son ensoleillement généreux et son fort potentiel font de cet appartement une adresse rare et prisée sur l'Ile de la Cité.

Trois caves complètent ce bien d'exception.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr","Appartement 6 pièces 4 chambres sur l'Île de la cité, Paris IV",2025-11-14T17:54:49.291Z,2025-11-18T21:12:42.362Z,False,agency,False,163.0,6,4,sud-ouest,3.0,3.0,3.0,2025-06-12,229,39,3040.0,4120.0,D,D,False,933.0,3.33,False,purchaser,3000000,"[{'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/1.jpg?INSOON_EB_5512801818_20251114174842', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_1.jpg_INSOON_EB_5512801818_20251114174842', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_1.jpg_INSOON_EB_5512801818_20251114174842'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/2.jpg?INSOON_EB_5512801818_20251114174842', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_2.jpg_INSOON_EB_5512801818_20251114174842', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_2.jpg_INSOON_EB_5512801818_20251114174842'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/3.jpg?INSOON_EB_5512801818_20251114174842', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_3.jpg_INSOON_EB_5512801818_20251114174842', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_3.jpg_INSOON_EB_5512801818_20251114174842'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/4.jpg?INSOON_EB_5512801818_20251114174842', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_4.jpg_INSOON_EB_5512801818_20251114174842', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_4.jpg_INSOON_EB_5512801818_20251114174842'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/5.jpg?INSOON_EB_5512801818_20251114174842', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_5.jpg_INSOON_EB_5512801818_20251114174842', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_5.jpg_INSOON_EB_5512801818_20251114174842'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/6.jpg?INSOON_EB_5512801818_20251114174842', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_6.jpg_INSOON_EB_5512801818_20251114174842', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_6.jpg_INSOON_EB_5512801818_20251114174842'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/7.jpg?INSOON_EB_5512801818_20251114174842', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_7.jpg_INSOON_EB_5512801818_20251114174842', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_7.jpg_INSOON_EB_5512801818_20251114174842'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/8.jpg?INSOON_EB_5512801818_20251114174842', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_8.jpg_INSOON_EB_5512801818_20251114174842', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_8.jpg_INSOON_EB_5512801818_20251114174842'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/9.jpg?INSOON_EB_5512801818_20251114174842', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_9.jpg_INSOON_EB_5512801818_20251114174842', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_9.jpg_INSOON_EB_5512801818_20251114174842'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/10.jpg?INSOON_EB_5512801818_20251118212129', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_10.jpg_INSOON_EB_5512801818_20251118212129', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_10.jpg_INSOON_EB_5512801818_20251118212129'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/11.jpg?INSOON_EB_5512801818_20251118212130', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_11.jpg_INSOON_EB_5512801818_20251118212130', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_11.jpg_INSOON_EB_5512801818_20251118212130'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/12.jpg?INSOON_EB_5512801818_20251118212130', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_12.jpg_INSOON_EB_5512801818_20251118212130', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_12.jpg_INSOON_EB_5512801818_20251118212130'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/13.jpg?INSOON_EB_5512801818_20251118212130', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_13.jpg_INSOON_EB_5512801818_20251118212130', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_13.jpg_INSOON_EB_5512801818_20251118212130'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/14.jpg?INSOON_EB_5512801818_20251118212130', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_14.jpg_INSOON_EB_5512801818_20251118212130', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_14.jpg_INSOON_EB_5512801818_20251118212130'}, {'url_photo': 'https://photos.ubiflow.net/753010/498781979/photos/15.jpg?INSOON_EB_5512801818_20251118212130', 'photo': 'ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_15.jpg_INSOON_EB_5512801818_20251118212130', 'url': 'https://file.bienici.com/photo/ag753010-498781979_photos.ubiflow.net_753010_498781979_photos_15.jpg_INSOON_EB_5512801818_20251118212130'}]",3100000,True,True,gaz collectif,5,75,True,True,18404.907975460123,75004,1190,False,buy,vente,False,0,deploye,False,False,DE-FERLA-CONVENTION,True,[],disk,250,"[2.3444106451075064, 48.85368965943717, 2.3512369820029124, 48.85818130214607]",48.85593548079162,2.3478238135552094,48.85593548079162,2.3478238135552094,[],100549,1,Paris 4e Arrondissement - Les Iles,Les Iles,75004,75104,100549,75104,75004,1,True,False,True,False,False,False,558bbfd06fbf04e50075bbce,['ubiflow-easybusiness-ag753010'],"['ubiflow-easybusiness-ag753010', '6140624b7eabdc00b0d4a7a4', 'contract-type-agency-package', 'extension-boost', '558bbfd06fbf04e50075bbce']",False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,
Paris 7e,75007,ag753637-498781931,buy,flat,85820052,"Au sein d'une petite copropriété avec ascenseur, situé au 1er étage d'un immeuble ancien de 1850, cet appartement de 131 m² environ allie charme et potentiel.

Il se compose d'une entrée, d'un double séjour lumineux exposé plein sud comprenant un salon et une salle à manger, d'une cuisine ouverte, aménagée et équipée, de trois chambres, d'un second salon (pouvant faire office de quatrième chambre ou bureau), d'une salle de bains avec WC, d'une salle d'eau, d'un WC séparé et d'une penderie.

L'appartement bénéficie également d'une terrasse de 20 m², au calme absolu, ainsi que d'un atelier (actuellement aménagé en salle de sport et buanderie). De nombreux rangements intégrés complètent l'ensemble.

Des travaux de rafraîchissement sont à prévoir, offrant plusieurs possibilités d'aménagement et de personnalisation.

Une cave complète ce bien.
Possibilité d'acquérir une place de stationnement en sous-sol en option.

Un bien rare, lumineux et familial, idéalement situé au cœur du 7e arrondissement, à proximité immédiate des Invalides, des commerces, écoles et transports (Invalides, Varenne, Assemblée Nationale).","Paris 7e – À deux pas des Invalides, appartement familial avec terrasse",2025-11-14T17:54:46.867Z,2025-11-21T04:08:36.511Z,False,agency,False,131.0,6,5,ouest,3.0,2.0,1.0,2025-04-29,301,66,3400.0,4610.0,E,E,True,227.00000000000398,4.07,False,purchaser,1720000,"[{'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/1.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_1.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_1.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/2.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_2.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_2.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/3.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_3.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_3.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/4.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_4.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_4.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/5.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_5.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_5.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/6.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_6.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_6.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/7.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_7.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_7.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/8.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_8.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_8.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/9.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_9.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_9.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/10.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_10.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_10.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/11.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_11.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_11.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/12.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_12.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_12.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/13.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_13.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_13.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/14.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_14.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_14.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/15.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_15.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_15.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/16.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_16.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_16.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/17.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_17.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_17.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/18.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_18.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_18.jpg_INSOON_EB_5512801818_20251114174819'}, {'url_photo': 'https://photos.ubiflow.net/753637/498781931/photos/19.jpg?INSOON_EB_5512801818_20251114174819', 'photo': 'ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_19.jpg_INSOON_EB_5512801818_20251114174819', 'url': 'https://file.bienici.com/photo/ag753637-498781931_photos.ubiflow.net_753637_498781931_photos_19.jpg_INSOON_EB_5512801818_20251114174819'}]",1790000,True,True,radiateur gaz individuel,5,75,True,True,13129.770992366412,75007,1123,False,buy,vente,False,0,deploye,False,False,DE-FERLA-INVALIDES,True,[],disk,250,"[2.3156123835622626, 48.85441346138669, 2.3224392712563713, 48.858905104099584]",48.85665928274314,2.319025827409317,48.85665928274314,2.319025827409317,[],100537,1,Paris 7e Arrondissement - Invalides,Invalides,75007,75107,100537,75107,75007,1,True,False,True,False,False,False,558bbfd06fbf04e50075bbce,['ubiflow-easybusiness-ag753637'],"['ubiflow-easybusiness-ag753637', '6140624b7eabdc00b0d4a7a4', 'contract-type-agency-package', 'extension-boost', '558bbfd06fbf04e50075bbce']",False,False,False,False,False,False,True,False,False,False,"[{'url': 'https://player.previsite.net/video/D9A800C1D2931858F285BA666573403E', 'previewImageUrl': 'https://player.previsite.net/image/D9A800C1D2931858F285BA666573403E.jpg', 'type': 'video', 'highlighted': True, 'accepted': True, 'https': True, 'size': 'responsive', 'mobileSupport': True, 'id': 'ag753637-498781931_virtualTour_0'}]",1.0,True,7.0,True,22.0,,,,,,,,,,,,,,,
Paris 3e,75003,ag753010-498564467,buy,flat,86440459,"Dans le charmant quartier du 3ème arrondissement de Paris, cet appartement de 44 m² offre un cadre de vie élégant et sécurisé. Composé de deux pièces, dont une chambre spacieuse, il séduit par son design moderne et ses matériaux de haute qualité. Le parquet en bois clair se marie parfaitement aux touches contemporaines du mobilier intégré.

La cuisine, à la fois fonctionnelle et esthétique, est entièrement équipée pour répondre à vos besoins culinaires. Les lignes épurées des armoires et le choix des finitions ajoutent une touche sophistiquée. L'espace ouvert entre la cuisine et le salon crée une atmosphère conviviale, idéale pour recevoir des amis ou se détendre après une longue journée.

La sécurité est une priorité avec un système d'alarme sophistiqué, une porte blindée et un interphone. L'ensemble de ces éléments garantit une tranquillité d'esprit inégalée. Ne manquez pa
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr",Appartement Moderne au Cœur de Paris 3ème,2025-11-13T14:43:54.228Z,2025-11-14T05:18:12.520Z,False,agency,False,45.0,2,1,nord-ouest,,2.0,0.0,2025-08-07,156,32,750.0,1030.0,D,D,False,140.000000000004,4.07,True,purchaser,615000,"[{'url_photo': 'https://photos.ubiflow.net/753010/498564467/photos/1.jpg?INSOON_EB_5512801818_20251113144047', 'photo': 'ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_1.jpg_INSOON_EB_5512801818_20251113144047', 'url': 'https://file.bienici.com/photo/ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_1.jpg_INSOON_EB_5512801818_20251113144047'}, {'url_photo': 'https://photos.ubiflow.net/753010/498564467/photos/2.jpg?INSOON_EB_5512801818_20251113144047', 'photo': 'ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_2.jpg_INSOON_EB_5512801818_20251113144047', 'url': 'https://file.bienici.com/photo/ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_2.jpg_INSOON_EB_5512801818_20251113144047'}, {'url_photo': 'https://photos.ubiflow.net/753010/498564467/photos/3.jpg?INSOON_EB_5512801818_20251113144047', 'photo': 'ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_3.jpg_INSOON_EB_5512801818_20251113144047', 'url': 'https://file.bienici.com/photo/ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_3.jpg_INSOON_EB_5512801818_20251113144047'}, {'url_photo': 'https://photos.ubiflow.net/753010/498564467/photos/4.jpg?INSOON_EB_5512801818_20251113144047', 'photo': 'ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_4.jpg_INSOON_EB_5512801818_20251113144047', 'url': 'https://file.bienici.com/photo/ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_4.jpg_INSOON_EB_5512801818_20251113144047'}, {'url_photo': 'https://photos.ubiflow.net/753010/498564467/photos/5.jpg?INSOON_EB_5512801818_20251113144047', 'photo': 'ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_5.jpg_INSOON_EB_5512801818_20251113144047', 'url': 'https://file.bienici.com/photo/ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_5.jpg_INSOON_EB_5512801818_20251113144047'}, {'url_photo': 'https://photos.ubiflow.net/753010/498564467/photos/6.jpg?INSOON_EB_5512801818_20251113144047', 'photo': 'ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_6.jpg_INSOON_EB_5512801818_20251113144047', 'url': 'https://file.bienici.com/photo/ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_6.jpg_INSOON_EB_5512801818_20251113144047'}, {'url_photo': 'https://photos.ubiflow.net/753010/498564467/photos/7.jpg?INSOON_EB_5512801818_20251113144047', 'photo': 'ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_7.jpg_INSOON_EB_5512801818_20251113144047', 'url': 'https://file.bienici.com/photo/ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_7.jpg_INSOON_EB_5512801818_20251113144047'}, {'url_photo': 'https://photos.ubiflow.net/753010/498564467/photos/8.jpg?INSOON_EB_5512801818_20251113144047', 'photo': 'ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_8.jpg_INSOON_EB_5512801818_20251113144047', 'url': 'https://file.bienici.com/photo/ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_8.jpg_INSOON_EB_5512801818_20251113144047'}, {'url_photo': 'https://photos.ubiflow.net/753010/498564467/photos/9.jpg?INSOON_EB_5512801818_20251113144047', 'photo': 'ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_9.jpg_INSOON_EB_5512801818_20251113144047', 'url': 'https://file.bienici.com/photo/ag753010-498564467_photos.ubiflow.net_753010_498564467_photos_9.jpg_INSOON_EB_5512801818_20251113144047'}]",640000,True,True,radiateur électricité individuel,5,75,True,True,13666.666666666666,75003,1016,False,buy,vente,False,0,,False,False,DE-FERLA-CONVENTION,True,[],disk,125,"[2.359883282108568, 48.860714012387255, 2.36329702713101, 48.862959817171905]",48.86183691477958,2.361590154619789,48.86183691477958,2.361590154619789,[],110465,1,Paris 3e Arrondissement - Enfants Rouges - Bretagne,Enfants Rouges - Bretagne,75003,75103,110465,75103,75003,1,True,False,True,False,False,False,558bbfd06fbf04e50075bbce,['ubiflow-easybusiness-ag753010'],"['ubiflow-easybusiness-ag753010', '6140624b7eabdc00b0d4a7a4', 'contract-type-agency-package', 'extension-boost', '558bbfd06fbf04e50075bbce']",False,False,False,False,False,False,True,False,False,False,"[{'url': 'https://player.previsite.net/video/6FCF31B8A579382DAC70727C29A9A59E', 'previewImageUrl': 'https://player.previsite.net/image/6FCF31B8A579382DAC70727C29A9A59E.jpg', 'type': 'video', 'highlighted': True, 'accepted': True, 'https': True, 'size': 'responsive', 'mobileSupport': True, 'id': 'ag753010-498564467_virtualTour_0'}]",1.0,,,,,,,,,,,,,,,,,,,
