city,postalCode,id,adType,propertyType,reference,description,title,publicationDate,modificationDate,newProperty,virtualTours,accountType,isBienIciExclusive,photoWatermarkAlias,accountDisplayName,surfaceArea,roomsQuantity,bedroomsQuantity,bathroomsQuantity,hasCellar,hasIntercom,floorQuantity,hasElevator,floor,hasDoorCode,isDisabledPeopleFriendly,energyPerformanceDiagnosticDate,energyValue,greenhouseGazValue,energyClassification,greenhouseGazClassification,isInCondominium,condominiumPartsQuantity,isExclusiveSaleMandate,feesChargedTo,priceWithoutFees,photos,price,isDuplex,useJuly2021EnergyPerformanceDiagnostic,adCreatedByPro,heating,isEligibleForDenormandieLaw,with360,departmentCode,addressKnown,displayDistrictName,pricePerSquareMeter,postalCodeForSearchFilters,descriptionTextLength,priceHasDecreased,transactionType,adTypeFR,with3dModel,endOfPromotedAsExclusive,opticalFiberStatus,nothingBehindForm,highlightMailContact,customerId,displayInsuranceEstimation,phoneDisplays,blurInfo.type,blurInfo.bbox,blurInfo.origin,blurInfo.position.lat,blurInfo.position.lon,blurInfo.centroid.lat,blurInfo.centroid.lon,chargingStations.providers,district.id_polygone,district.id_type,district.name,district.libelle,district.cp,district.code_insee,district.id,district.insee_code,district.postal_code,district.type_id,status.onTheMarket,status.closedByUser,status.autoImported,status.isLeading,status.highlighted,status.is3dHighlighted,userRelativeData.importAccountId,userRelativeData.accountIds,userRelativeData.searchAccountIds,userRelativeData.isAdmin,userRelativeData.isAdModifier,userRelativeData.canSetAsFeatured,userRelativeData.canSeeExactPosition,userRelativeData.canSeeAddress,userRelativeData.canSeeStats,userRelativeData.canOpenAdDetail,userRelativeData.canSeeRealDates,userRelativeData.canSeePublicationCertificateHtml,userRelativeData.canSeePublicationCertificatePdf,hasTerrace,showerRoomsQuantity,toiletQuantity,hasGarden,parkingPlacesQuantity,minEnergyConsumption,maxEnergyConsumption,hasGeorisquesMention,hasBalcony,hasPool,hasFirePlace,hasCaretaker,annualCondominiumFees,availableDate
Grasse,06130,ag065872-499687247,buy,flat,26-632,"GRASSE – CENTRE HISTORIQUE

Duplex T3 rénové & meublé – 1er étage – Idéal Primo-Accédant ou Investisseur – rentabilité nette d'environ 21,3 %

Situé en plein cœur du centre historique de Grasse, à deux pas de l'Évêché et du futur quartier Martelly, ce duplex T3 de 40 m² entièrement rénové se trouve au 1er étage d'un petit immeuble typique du centre ancien. Le ravalement de façade, déjà payé, est en cours et sera terminé fin décembre 2025.

L'appartement, entièrement meublé et équipé, propose un agencement parfaitement pensé sur deux niveaux. Le niveau principal accueille un séjour lumineux avec cuisine équipée, tandis que les deux chambres, réparties sur chaque étage, disposent chacune de leur espace d'eau privatif : salle de bain avec baignoire et water-closet pour l'une, lave-main, espace de rangement et water-closet pour l'autre. Cette configuration rend le bien idéal pour un jeune couple avec enfant, une colocation étudiante ou une exploitation saisonnière.

D'un point de vue investissement, ce duplex présente un potentiel très attractif. Selon une projection réalisée via l'application AIRDNA, les revenus Airbnb peuvent dépasser 32 500 € par an, avec un taux d'occupation moyen de 57 %, ce qui permet d'atteindre une rentabilité nette d'environ 21,3 %. En location longue durée ou étudiante, la rentabilité nette se situe autour de 5 %, avec la possibilité d'une occupation stable et sans vacance locative. Ces éléments font de ce bien un actif équilibré, performant et capable de s'adapter à plusieurs stratégies d'investissement.

Avec sa rénovation récente, son mobilier inclus, ses travaux de façade déjà financés et sa localisation stratégique dans un secteur en pleine valorisation, ce duplex représente une opportunité à saisir pour habiter ou investir sereinement.

Je reste disponible pour toute demande de dossier complet, étude personnalisée ou organisation de visite.","Duplex T3 rénové & meublé – 1er étage – Idéal Primo-Accédant ou Investisseur –  rentabilité nette d’environ 21,3 %",2025-11-20T13:13:51.269Z,2025-11-21T07:11:01.486Z,False,"[{'url': 'https://player.previsite.net/video/0D995E48BEE6AAFCAE6BB3F0ACEAE71A', 'previewImageUrl': 'https://player.previsite.net/image/0D995E48BEE6AAFCAE6BB3F0ACEAE71A.jpg', 'type': 'video', 'highlighted': True, 'accepted': True, 'https': True, 'size': 'responsive', 'mobileSupport': True, 'id': 'ag065872-499687247_virtualTour_0'}, {'originalUrl': 'https://nodalview.com/s/29QTrufDD2vuS__BYD7sJ7', 'url': 'https://nodalview.com/s/29QTrufDD2vuS__BYD7sJ7', 'accepted': True, 'https': True, 'mobileSupport': True, 'type': 'photos 360, déplacements suivi', 'size': 'responsive', 'id': 'ag065872-499687247_virtualTour_1'}]",agency,False,b02373af-9441-492d-8cf4-e72a126e8437,Maison Massena - Collectif Immobilier,40,3,2,1.0,True,True,6,False,1,True,False,2024-07-24,329,10,E,B,True,6.0,True,seller,147000,"[{'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/1.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_1.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_1.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/2.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_2.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_2.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/3.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_3.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_3.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/4.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_4.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_4.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/5.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_5.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_5.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/6.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_6.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_6.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/7.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_7.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_7.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/8.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_8.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_8.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/9.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_9.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_9.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/10.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_10.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_10.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/11.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_11.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_11.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/12.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_12.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_12.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/13.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_13.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_13.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/14.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_14.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_14.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/15.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_15.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_15.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/16.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_16.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_16.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/17.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_17.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_17.jpg_INSOON_EB_5512801818_20251120131627'}, {'url_photo': 'https://photos.ubiflow.net/65872/499687247/photos/18.jpg?INSOON_EB_5512801818_20251120131627', 'photo': 'ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_18.jpg_INSOON_EB_5512801818_20251120131627', 'url': 'https://file.bienici.com/photo/ag065872-499687247_photos.ubiflow.net_65872_499687247_photos_18.jpg_INSOON_EB_5512801818_20251120131627'}]",147000,True,True,True,électricité individuel,True,True,06,True,True,3675.0,06130,1901,False,buy,vente,False,0,en cours de deploiement,False,False,kw-massena,True,[],exact,"[6.924348999999999, 43.658480999999995, 6.924349000000001, 43.65848100000001]",accounts,43.658481,6.924349,43.658481,6.924349,[],110033,1,Grasse - Centre-ville Nord,Centre-ville Nord,06130,06069,110033,06069,06130,1,True,False,True,False,False,False,558bbfd06fbf04e50075bbce,['ubiflow-easybusiness-ag065872'],"['ubiflow-easybusiness-ag065872', 'contract-type-agency-efficiency-package', 'contract-type-agency-performance-package', '558bbfd06fbf04e50075bbce']",False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,
Nice,06100,ag065872-499544483,buy,flat,26-635,"NICE NORD - RUE CHARLES BAUDELAIRE
IDEAL JEUNE COUPLE OU PETITE FAMILLE!
Nous vous présentons à la vente EN EXCLUSIVITE, un agréable 3 pièces en excellent état avec petite TERRASSE et PLACE DE PARKING ( possibilité d'achat d'un garage fermé en sus, pour plus de stationnement).

Dans une copropriété très FAMILIALE fermée avec ses jardins, venez découvrir ce charmant appartement situé au DERNIER ETAGE (4ème sur 4 ). Récemment rénové, vous n'aurez qu'à poser vos valises!

Il se compose d'une entrée desservant un espace convivial: un spacieux séjour/ cuisine et une petite terrasse, exposée à l'OUEST, permettant de profiter du calme et de la lumière jusqu'à la fin de la journée.
Au niveau de l'entrée sur trouve également un WC indépendant.
La partie EST de l'appartement est elle composée d'un couloir avec grand placard, desservant deux chambres, ainsi qu'une ravissante salle de douche.

Une place de parking extérieur INCLUSE dans le prix!
Possibilité d'acheter en supplément un garage fermé pour une double solution de parking.

A proximité immédiate de l'accès autoroute NICE NORD, du parc Chambrun et du parc du Ray, des écoles et de toutes les commodités ( bus, tramway ligne 1, supermarchés, etc).

Taxe foncière: 1643€
Charges de copropriété: 175€ par mois comprenant eau froide, entretien des parties communes, jardins.
DPE: D
GES: A",A VENDRE 3 PIECES DERNIER ETAGE TERRASSE PARKING NICE NORD,2025-11-19T18:04:22.043Z,2025-11-20T06:09:18.476Z,False,"[{'url': 'https://player.previsite.net/video/E0C534B2078033A1B0FDAF23665FDED1', 'previewImageUrl': 'https://player.previsite.net/image/E0C534B2078033A1B0FDAF23665FDED1.jpg', 'type': 'video', 'highlighted': True, 'accepted': True, 'https': True, 'size': 'responsive', 'mobileSupport': True, 'id': 'ag065872-499544483_virtualTour_0'}]",agency,False,b02373af-9441-492d-8cf4-e72a126e8437,Maison Massena - Collectif Immobilier,65,3,2,,,True,5,True,4,,,2025-11-17,184,5,D,A,True,800.0,True,seller,270000,"[{'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/1.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_1.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_1.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/2.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_2.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_2.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/3.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_3.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_3.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/4.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_4.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_4.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/5.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_5.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_5.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/6.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_6.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_6.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/7.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_7.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_7.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/8.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_8.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_8.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/9.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_9.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_9.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/10.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_10.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_10.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/11.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_11.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_11.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/12.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_12.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_12.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/13.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_13.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_13.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/14.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_14.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_14.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/15.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_15.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_15.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/16.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_16.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_16.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/17.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_17.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_17.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/18.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_18.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_18.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/19.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_19.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_19.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/20.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_20.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_20.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/21.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_21.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_21.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/22.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_22.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_22.jpg_INSOON_EB_5512801818_20251119180012'}, {'url_photo': 'https://photos.ubiflow.net/65872/499544483/photos/23.jpg?INSOON_EB_5512801818_20251119180012', 'photo': 'ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_23.jpg_INSOON_EB_5512801818_20251119180012', 'url': 'https://file.bienici.com/photo/ag065872-499544483_photos.ubiflow.net_65872_499544483_photos_23.jpg_INSOON_EB_5512801818_20251119180012'}]",270000,,True,True,individuel,,,06,True,True,4153.846153846154,06100,1348,False,buy,vente,False,0,deploye,False,False,kw-massena,True,[],exact,"[7.258560999999999, 43.72699599999998, 7.258561000000001, 43.72699600000002]",accounts,43.726996,7.258561,43.726996,7.258561,[],300092,1,Nice - Saint-Maurice,Saint-Maurice,06100,06088,300092,06088,06100,1,True,False,True,True,False,False,558bbfd06fbf04e50075bbce,['ubiflow-easybusiness-ag065872'],"['ubiflow-easybusiness-ag065872', 'contract-type-agency-efficiency-package', 'contract-type-agency-performance-package', '558bbfd06fbf04e50075bbce']",False,False,False,False,False,False,True,False,False,False,True,1.0,1.0,False,2.0,970.0,1370.0,,,,,,,
