city,postalCode,hasGeorisquesMention,id,adType,propertyType,reference,description,title,publicationDate,modificationDate,newProperty,yearOfConstruction,virtualTours,accountType,isBienIciExclusive,photoWatermarkAlias,price,surfaceArea,landSurfaceArea,roomsQuantity,bedroomsQuantity,floorQuantity,bathroomsQuantity,showerRoomsQuantity,toiletQuantity,hasSeparateToilet,hasCellar,parkingPlacesQuantity,enclosedParkingQuantity,hasIntercom,hasPool,hasUnobstructedView,isExclusiveSaleMandate,photos,workToDo,energyValue,energyClassification,greenhouseGazValue,greenhouseGazClassification,terracesQuantity,isInCondominium,isCondominiumInProcedure,feesChargedTo,priceWithoutFees,agencyFeeUrl,energyPerformanceDiagnosticDate,useJuly2021EnergyPerformanceDiagnostic,minEnergyConsumption,maxEnergyConsumption,energySimulationReferenceDate,adCreatedByPro,hasGarden,heating,departmentCode,addressKnown,displayDistrictName,pricePerSquareMeter,postalCodeForSearchFilters,descriptionTextLength,priceHasDecreased,transactionType,adTypeFR,with3dModel,endOfPromotedAsExclusive,nothingBehindForm,highlightMailContact,customerId,displayInsuranceEstimation,phoneDisplays,blurInfo.type,blurInfo.bbox,blurInfo.origin,blurInfo.position.lat,blurInfo.position.lon,blurInfo.centroid.lat,blurInfo.centroid.lon,district.id_polygone,district.id_type,district.name,district.libelle,district.cp,district.code_insee,district.id,district.insee_code,district.postal_code,district.type_id,status.onTheMarket,status.closedByUser,status.autoImported,status.isLeading,status.highlighted,status.is3dHighlighted,userRelativeData.importAccountId,userRelativeData.accountIds,userRelativeData.searchAccountIds,userRelativeData.isAdmin,userRelativeData.isAdModifier,userRelativeData.canSetAsFeatured,userRelativeData.canSeeExactPosition,userRelativeData.canSeeAddress,userRelativeData.canSeeStats,userRelativeData.canOpenAdDetail,userRelativeData.canSeeRealDates,userRelativeData.canSeePublicationCertificateHtml,userRelativeData.canSeePublicationCertificatePdf,chargingStations.providers,balconyQuantity,hasTerrace,exposition,opticalFiberStatus
Vaux-en-Beaujolais,69460,True,netty-pietrapolis-house-68190,buy,house,649-PIETRAPOLIS,"VAUX EN BEAUJOLAIS - Villa 128 m² - 5 pièces - 3 chambres - garage 40 m² - Vue exceptionnelle.<br>Vous recherchez une maison lumineuse, moderne et confortable où poser vos valises, avec en prime un joli terrain piscinable et une vue dégagée ? Ce bien vous séduira !<br>A Vaux en Beaujolais, dans un environnement paisible, cette belle construction de 2017 implantée sur un terrain de 1235 m² clos et arboré, bénéficie de 128 m² habitables, d'un garage de 40 m², et surtout d'une vue exceptionnelle que vous pourrez admirer tous les jours depuis la pièce principale et la terrasse extérieure.<br>Elle réunit toutes les qualités attendues d'un bien confortable et moderne, tant par la qualité de son agencement intérieur, ses prestations que par son efficacité énergétique.<br>La pièce de vie, agréable et lumineuse, d'env. 58 m² dispose de plusieurs espaces dédiés : une cuisine ouverte parfaitement équipée donnant sur la terrasse abritée exposé ouest, un espace salle à manger, un salon auprès du poêle et un second salon très cosy.<br>L'espace nuit se compose d'une suite parentale avec salle d'eau, de deux chambres avec grand placard, d'une salle de bain avec wc.<br>Une buanderie, un wc indépendant et une garage d'env. 40 m² complètent cet intérieur.<br>L'aménagement extérieur est propice à la convivialité avec une terrasse couverte, une piscine hors sol et un terrain de pétanque. L'aire de stationnement permet d'accueillir entre 5 à 6 voitures.<br>Côté technique : Pompe à Chaleur Air/Eau avec chauffage au sol dans la pièce principale et radiateurs dans les chambres, Chauffe-eau thermodynamique, bonne isolation des murs et de la toiture (RT2012), construction sur vide sanitaire, interphone ...<br>Honoraires à la charge du vendeur.  Classe énergie B, Classe climat A Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 810.00 € et 1150.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. <br>Votre conseiller Pietrapolis Villefranche-sur-Saône : Florence BASSOU<br>Agent commercial (Entreprise individuelle)  <br>  RSAC 815329347",VILLA -128 m² -5 pièces - terrain 1235 m²,2025-11-20T17:20:13.784Z,2025-11-24T11:37:02.014Z,False,2017.0,"[{'url': 'https://player.previsite.net/video/40DDA78F9F433B45AB6FB7DB2A39D2D3', 'previewImageUrl': 'https://player.previsite.net/image/40DDA78F9F433B45AB6FB7DB2A39D2D3.jpg', 'type': 'video', 'highlighted': True, 'accepted': True, 'https': True, 'size': 'responsive', 'mobileSupport': True, 'id': 'netty-pietrapolis-house-68190_virtualTour_0'}]",agency,False,12803583-a0c6-47c2-be41-87cd846fe5e1,375000,128,1252,4,3,2.0,1.0,1.0,2.0,True,False,6.0,1.0,True,True,True,True,"[{'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282364_VM68190_4_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282364_VM68190_4_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282364_VM68190_4_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282344_VM68190_3_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282344_VM68190_3_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282344_VM68190_3_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626285364_VM68190_23_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626285364_VM68190_23_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626285364_VM68190_23_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282304_VM68190_1_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282304_VM68190_1_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282304_VM68190_1_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282544_VM68190_17_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282544_VM68190_17_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282544_VM68190_17_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282504_VM68190_14_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282504_VM68190_14_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282504_VM68190_14_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282404_VM68190_7_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282404_VM68190_7_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282404_VM68190_7_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282394_VM68190_6_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282394_VM68190_6_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282394_VM68190_6_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282454_VM68190_10_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282454_VM68190_10_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282454_VM68190_10_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282464_VM68190_11_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282464_VM68190_11_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282464_VM68190_11_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17634589184_VM68190_25_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17634589184_VM68190_25_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17634589184_VM68190_25_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282514_VM68190_15_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282514_VM68190_15_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282514_VM68190_15_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17634589194_VM68190_26_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17634589194_VM68190_26_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17634589194_VM68190_26_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282574_VM68190_19_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282574_VM68190_19_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282574_VM68190_19_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626289954_VM68190_24_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626289954_VM68190_24_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626289954_VM68190_24_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/16/VM68190/17626282534_VM68190_16_original.jpg', 'photo': 'netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282534_VM68190_16_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68190_img.netty.immo_productw_pietrapolis_16_VM68190_17626282534_VM68190_16_original.jpg'}]",False,75,B,2,A,2.0,False,False,seller,375000,https://files.netty.immo/file/pietrapolis/45923/x05Qe/bareme_2025_ldi_1.pdf,2025-11-20,True,810,1150,2021-01-01,True,True,individuel,69,False,True,2929.6875,69460,2168,False,buy,vente,False,0,False,False,pietrapolis-villefranche,True,[],exact,"[4.597841999999999, 46.052802999999976, 4.597842000000001, 46.05280300000002]",accounts,46.052803,4.597842,46.052803,4.597842,69257,2,Vaux-en-Beaujolais,Vaux-en-Beaujolais,69460,69257,69257,69257,69460,2,True,False,True,False,False,False,643eb01ff69fb300b6dd4eaf,['netty-ag694521'],"['netty-ag694521', '643eb01ff69fb300b6dd4eaf', 'contract-type-agency-package', 'extension-boost', 'extension-notoriety']",False,False,False,False,False,False,True,False,False,False,[],,,,
Givors,69700,True,netty-pietrapolis-house-68569,buy,house,21109-PIETRAPOLIS,"Maison Individuelle Charmant à Vendre - 137 m² de Pure Convivialité<br>Pietrapolis immobilier vous présente cette maison 4 pièces de 137m2 sur un terrain de 2253m2 ainsi qu'un piscine hors sol.<br>Imaginez une maison individuelle de 137 m², nichée sur un terrain de 2253 m², où chaque détail a été pensé pour créer un cadre de vie harmonieux et accueillant<br>Au coeur de cette maison, vous trouverez quatre pièces bien distribuées, dont trois chambres confortables, une salle de bains et une salle d'eau, ainsi que deux WC pour un confort optimal. La cuisine aménagée et équipée est un véritable atout pour les amateurs de gastronomie<br>Profitez des beaux jours sur le balcon ou la terrasse, où vous pourrez admirer la vue apaisante sur le jardin et la terrasse.<br>Deux garages viennent compléter ce bien , un premier garage indépendant de la maison et le  dans la maison avec un coin atelier.<br>Ne manquez pas cette opportunité de vivre dans une maison où chaque moment devient un souvenir précieux. Contactez-moi dès maintenant pour une visite , vous trouverez tous les commerces nécessaires pour votre quotidien ainsi que les écoles, collèges et lycées, les transports scolaires sont à proximité.<br>Honoraires à la charge du vendeur.  Classe énergie G, Classe climat G Logement à consommation énergétique excessive. Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1500.00 € et 2500.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. <br>Votre conseiller Pietrapolis Lyon 7 : David LESCUYER<br>Agent commercial (Entreprise individuelle)  <br>  RSAC 800613515  <br>  RCP VD 7.000.002/009062/ACI26880",Maison à vendre Givors,2025-11-18T19:21:26.427Z,2025-11-19T05:10:22.455Z,False,1960.0,"[{'url': 'https://player.previsite.net/video/E592C410644EF65DD924488BB088D646', 'previewImageUrl': 'https://player.previsite.net/image/E592C410644EF65DD924488BB088D646.jpg', 'type': 'video', 'highlighted': True, 'accepted': True, 'https': True, 'size': 'responsive', 'mobileSupport': True, 'id': 'netty-pietrapolis-house-68569_virtualTour_0'}, {'originalUrl': 'https://youtu.be/qd_wk9GXodM', 'url': 'https://www.youtube.com/embed/qd_wk9GXodM?rel=0&controls=2&iv_load_policy=3&showinfo=0', 'accepted': True, 'https': True, 'type': 'video', 'size': 'responsive', 'mobileSupport': True, 'id': 'netty-pietrapolis-house-68569_virtualTour_1'}]",agency,False,be4956c6-3422-449a-b553-5f880ba88f19,325000,137,2253,4,3,,1.0,1.0,2.0,,,,,,True,,True,"[{'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_4_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_4_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_4_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_7_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_7_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_7_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_10_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_10_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_10_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_8_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_8_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_8_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_3_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_3_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_3_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_9_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_9_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_9_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_16_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_16_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_16_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_18_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_18_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_18_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_21_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_21_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_21_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_23_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_23_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_23_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_25_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_25_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_25_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_27_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_27_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_27_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_28_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_28_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_28_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_29_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_29_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_29_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_33_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_33_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_33_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_35_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_35_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_35_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_37_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_37_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_37_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_43_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_43_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_43_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_44_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_44_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_44_original.jpg'}, {'url_photo': 'https://img.netty.immo/productw/pietrapolis/5/VM68569/17634086674_VM68569_47_original.jpg', 'photo': 'netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_47_original.jpg', 'url': 'https://file.bienici.com/photo/netty-pietrapolis-house-68569_img.netty.immo_productw_pietrapolis_5_VM68569_17634086674_VM68569_47_original.jpg'}]",False,398,G,114,G,1.0,False,False,seller,325000,https://files.netty.immo/file/pietrapolis/40972/KF0Wm/bareme_honoraires_2025_3.png,2025-09-02,True,1500,2500,2021-01-01,True,True,fuel,69,True,True,2372.2627737226276,69700,1737,False,buy,vente,False,0,False,False,pietrapolis-lyon-7,True,[],exact,"[4.752477999999999, 45.580152, 4.752478000000001, 45.580152]",accounts,45.580152,4.752478,45.580152,4.752478,100026,1,Givors - Freydière,Freydière,69700,69091,100026,69091,69700,1,True,False,True,False,False,False,643eb01ff69fb300b6dd4eaf,['netty-ag694472'],"['netty-ag694472', '643eb01ff69fb300b6dd4eaf', 'contract-type-agency-package', 'extension-boost', 'extension-notoriety']",False,False,False,False,False,False,True,False,False,False,[],1.0,,,
